source identifier	source name	target prefix	target identifier	target name	confidence
orphanet.ordo:208441	Bilateral parasagittal parieto-occipital polymicrogyria	mondo	mondo:0012986	bilateral parasagittal parieto-occipital polymicrogyria	0.83
orphanet.ordo:168569	H syndrome	mondo	mondo:0011273	H syndrome	0.58
orphanet.ordo:2815	Spastic paraparesis-deafness syndrome	mondo	mondo:0010732	spastic paraparesis-deafness syndrome	0.79
mondo:0031037	famililal cerebral cavernous malformations	orphanet.ordo	orphanet.ordo:221061	Familial cerebral cavernous malformation	0.89
orphanet.ordo:95717	Idiopathic congenital hypothyroidism	mondo	mondo:0019858	idiopathic congenital hypothyroidism	0.76
orphanet.ordo:1450	Ring chromosome 8 syndrome	mondo	mondo:0015443	chromosome 8-derived supernumerary ring/marker	0.91
orphanet.ordo:231466	Acute sensory ataxic neuropathy	mondo	mondo:0016500	acute sensory ataxic neuropathy	0.85
ncit:C34924	Pharyngoconjunctival Fever	mesh	mesh:D000258	Adenovirus Infections, Human	0.86
doid:3892	insulinoma	orphanet.ordo	orphanet.ordo:97279	Insulinoma	0.74
mondo:0010146	Kerion celsi	orphanet.ordo	orphanet.ordo:499	Kerion celsi	0.58
orphanet.ordo:276580	Autosomal dominant hyperinsulinism due to Kir6.2 deficiency	mondo	mondo:0017185	autosomal dominant hyperinsulinism due to Kir6.2 deficiency	0.87
mondo:0009291	glycogen storage disease III	orphanet.ordo	orphanet.ordo:366	Glycogen storage disease due to glycogen debranching enzyme deficiency	0.83
orphanet.ordo:137583	Vulvar intraepithelial neoplasia	mondo	mondo:0005198	vulvar intraepithelial neoplasia	0.84
orphanet.ordo:50839	Cat-scratch disease	ncit	ncit:C84620	Cat-Scratch Disease	0.91
doid:4715	gastric neuroendocrine neoplasm	orphanet.ordo	orphanet.ordo:100075	Neuroendocrine tumor of stomach	0.75
orphanet.ordo:1822	Dysplasia epiphysealis hemimelica	mondo	mondo:0007489	dysplasia epiphysealis hemimelica	0.8
efo:1001144	rat-bite fever	orphanet.ordo	orphanet.ordo:31205	Rat-bite fever	0.76
orphanet.ordo:37042	Immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	mondo	mondo:0010580	immune dysregulation-polyendocrinopathy-enteropathy-X-linked syndrome	0.65
orphanet.ordo:98505	Genetic motor neuron disease	mondo	mondo:0024257	hereditary motor neuron disease	0.78
efo:0005203	eating disorder	mesh	mesh:D001068	Feeding and Eating Disorders	0.81
mondo:0013408	FADD-related immunodeficiency	orphanet.ordo	orphanet.ordo:306550	FADD-related immunodeficiency	0.88
mondo:0019203	acute interstitial pneumonia	orphanet.ordo	orphanet.ordo:79126	Acute interstitial pneumonia	0.75
mondo:0012650	Cernunnos-XLF deficiency	orphanet.ordo	orphanet.ordo:169079	Cernunnos-XLF deficiency	0.66
orphanet.ordo:98274	Myeloproliferative neoplasm	efo	efo:0002428	chronic myeloproliferative disorder	0.53
orphanet.ordo:261638	Okihiro syndrome due to 20q13 microdeletion	mondo	mondo:0016863	Okihiro syndrome due to 20q13 microdeletion	0.82
orphanet.ordo:1885	Isolated ectopia lentis	mondo	mondo:0015998	isolated ectopia lentis	0.58
orphanet.ordo:1954	Congenital lethal erythroderma	mondo	mondo:0009198	congenital lethal erythroderma	0.78
mondo:0044622	EMILIN-1-related connective tissue disease	orphanet.ordo	orphanet.ordo:485418	EMILIN-1-related connective tissue disease	0.75
mondo:0016029	esthesioneuroblastoma	efo	efo:1000407	Olfactory Neuroblastoma	0.76
mondo:0016490	hemoglobin C-beta-thalassemia syndrome	orphanet.ordo	orphanet.ordo:231242	Hemoglobin C-beta-thalassemia syndrome	0.83
efo:0007501	strongyloidiasis	orphanet.ordo	orphanet.ordo:76	Strongyloidiasis	0.68
orphanet.ordo:99948	Charcot-Marie-Tooth disease type 4A	mondo	mondo:0008961	Charcot-Marie-Tooth disease type 4A	0.78
mesh:D052880	Pyomyositis	orphanet.ordo	orphanet.ordo:764	Pyomyositis	0.5
mondo:0002110	adrenal rest tumor	efo	efo:1000798	adrenal rest tumor	0.97
orphanet.ordo:615983	Lethal pontocerebellar hypoplasia-hypotonia-respiratory insufficiency syndrome due to a point mutation	mondo	mondo:0036217	lethal pontocerebellar hypoplasia-hypotonia-respiratory insufficiency syndrome due to a point mutation	0.73
mondo:0019210	cutaneous neuroendocrine carcinoma	orphanet.ordo	orphanet.ordo:79140	Cutaneous neuroendocrine carcinoma	0.52
orphanet.ordo:85278	Christianson syndrome	mondo	mondo:0010278	Christianson syndrome	0.82
mesh:D002006	Brucellosis	orphanet.ordo	orphanet.ordo:1304	Brucellosis	0.56
mondo:0014310	hereditary sclerosing poikiloderma with tendon and pulmonary involvement	orphanet.ordo	orphanet.ordo:221043	Hereditary fibrosing poikiloderma-tendon contractures-myopathy-pulmonary fibrosis syndrome	0.83
ncit:C6477	Bone Hemangioma	mondo	mondo:0003945	bone epithelioid hemangioma	0.78
orphanet.ordo:238517	Hypotonia-cystinuria type 1 syndrome	mondo	mondo:0011669	hypotonia-cystinuria syndrome	0.86
orphanet.ordo:1816	Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome	mondo	mondo:0009522	Leukomelanoderma-infantilism-intellectual disability-hypodontia-hypotrichosis syndrome	0.82
mesh:D002690	Chlamydia Infections	ncit	ncit:C34463	Chlamydial Infection	0.74
mondo:0007564	pilomatrixoma	orphanet.ordo	orphanet.ordo:91414	Pilomatrixoma	0.75
mondo:0006015	Waterhouse-Friderichsen syndrome	orphanet.ordo	orphanet.ordo:100067	Waterhouse-Friderichsen syndrome	0.72
orphanet.ordo:99818	Turcot syndrome with polyposis	mondo	mondo:0020497	Turcot syndrome with polyposis	0.73
orphanet.ordo:33408	Bullous lichen planus	mondo	mondo:0018056	bullous lichen planus	0.76
doid:0050160	inhalation anthrax	orphanet.ordo	orphanet.ordo:247257	Inhalational anthrax	0.56
orphanet.ordo:308998	Disorder of glyoxylate metabolism	mondo	mondo:0017703	disorder of glyoxylate metabolism	0.85
doid:5917	uterine corpus diffuse leiomyomatosis	ncit	ncit:C40170	Uterine Corpus Diffuse Leiomyomatosis	0.93
mondo:0019453	myelodysplastic syndrome with multilineage dysplasia	orphanet.ordo	orphanet.ordo:86836	Refractory cytopenia with multilineage dysplasia	0.82
orphanet.ordo:156159	Isolated dystonia	mondo	mondo:0015494	isolated dystonia	0.84
mondo:0016669	sickle cell-hemoglobin c disease syndrome	orphanet.ordo	orphanet.ordo:251365	Sickle cell-hemoglobin C disease syndrome	0.91
ncit:C84779	X-Linked Ichthyosis	orphanet.ordo	orphanet.ordo:281210	X-linked ichthyosis syndrome	0.64
orphanet.ordo:46059	Lathosterolosis	mondo	mondo:0011816	lathosterolosis	0.56
mondo:0014410	spinocerebellar ataxia type 37	orphanet.ordo	orphanet.ordo:363710	Spinocerebellar ataxia type 37	0.83
orphanet.ordo:3197	Hereditary hyperekplexia	mondo	mondo:0021022	hereditary hyperekplexia	0.74
mondo:0008514	syndactyly type 3	orphanet.ordo	orphanet.ordo:93404	Syndactyly type 3	0.77
ncit:C27191	Hashimoto Thyroiditis	doid	doid:7188	autoimmune thyroiditis	0.87
orphanet.ordo:100092	Gastroenteropancreatic neuroendocrine neoplasm	ncit	ncit:C27721	Digestive System Neuroendocrine Neoplasm	0.88
mondo:0018960	congenital primary megaureter	orphanet.ordo	orphanet.ordo:617	Congenital primary megaureter	0.75
orphanet.ordo:176	Non-rhizomelic chondrodysplasia punctata	mondo	mondo:0015775	non-rhizomelic chondrodysplasia punctata	0.84
mesh:D010262	Paraphilic Disorders	doid	doid:0060044	paraphilia disorder	0.86
mondo:0017382	familial clubfoot due to 5q31 microdeletion	orphanet.ordo	orphanet.ordo:293144	Familial clubfoot due to 5q31 microdeletion	0.72
orphanet.ordo:139431	Epilepsy with eyelid myoclonia	mondo	mondo:0015346	epilepsy with eyelid myoclonia	0.85
orphanet.ordo:75376	Familial drusen	mondo	mondo:0007471	Doyne honeycomb retinal dystrophy	0.59
mondo:0015941	epiphyseal dysplasia-hearing loss-dysmorphism syndrome	orphanet.ordo	orphanet.ordo:1825	Epiphyseal dysplasia-hearing loss-dysmorphism syndrome	0.81
orphanet.ordo:306669	Hemiparkinsonism-hemiatrophy syndrome	mondo	mondo:0017636	hemiparkinsonism-hemiatrophy syndrome	0.85
mondo:0016322	neuroendocrine cell hyperplasia of infancy	orphanet.ordo	orphanet.ordo:217560	Neuroendocrine cell hyperplasia of infancy	0.57
mondo:0054669	pontocerebellar hypoplasia, type 11	orphanet.ordo	orphanet.ordo:611247	Pontocerebellar hypoplasia type 11	0.79
mondo:0020508	primary syringomyelia	orphanet.ordo	orphanet.ordo:99856	Primary syringomyelia	0.79
mondo:0037149	HSD10 disease, atypical type	orphanet.ordo	orphanet.ordo:85295	HSD10 disease, atypical type	0.62
orphanet.ordo:98962	Granular corneal dystrophy type I	mondo	mondo:0007377	granular corneal dystrophy type I	0.91
mondo:0019620	congenital esophageal diverticulum	orphanet.ordo	orphanet.ordo:91358	Congenital esophageal diverticulum	0.87
orphanet.ordo:464	Incontinentia pigmenti	doid	doid:12305	Bloch-Sulzberger syndrome	0.5
orphanet.ordo:2103	Guillain-Barré syndrome	efo	efo:0007292	Guillain-Barre syndrome	0.58
orphanet.ordo:566393	Acute mast cell leukemia	mondo	mondo:0035444	acute mast cell leukemia	0.72
mesh:D011020	Pneumonia, Pneumocystis	ncit	ncit:C3334	Pneumocystis Pneumonia	0.79
orphanet.ordo:158003	Xanthoma disseminatum	mondo	mondo:0015535	xanthoma disseminatum	0.76
efo:0004246	mucocutaneous lymph node syndrome	orphanet.ordo	orphanet.ordo:2331	Kawasaki disease	0.63
orphanet.ordo:816	Sjögren-Larsson syndrome	mondo	mondo:0010031	Sjogren-Larsson syndrome	0.58
mondo:0016719	microcephaly-seizures-intellectual disability-heart disease syndrome	orphanet.ordo	orphanet.ordo:2519	Microcephaly-seizures-intellectual disability-heart disease syndrome	0.87
orphanet.ordo:79095	Congenital bile acid synthesis defect type 4	mondo	mondo:0008967	congenital bile acid synthesis defect 4	0.87
orphanet.ordo:74	Angiostrongyliasis	ncit	ncit:C128394	Angiostrongyliasis	0.81
mondo:0012206	spondyloepiphyseal dysplasia with metatarsal shortening	orphanet.ordo	orphanet.ordo:137678	Spondyloepiphyseal dysplasia with metatarsal shortening	0.89
orphanet.ordo:404463	Multisystemic smooth muscle dysfunction syndrome	mondo	mondo:0013452	multisystemic smooth muscle dysfunction syndrome	0.66
orphanet.ordo:2788	Osteoporosis-pseudoglioma syndrome	mondo	mondo:0009820	osteoporosis-pseudoglioma syndrome	0.54
mondo:0016558	familial congenital mirror movements	orphanet.ordo	orphanet.ordo:238722	Familial congenital mirror movements	0.9
orphanet.ordo:280293	Pelizaeus-Merzbacher-like disease due to AIMP1 mutation	mondo	mondo:0009843	hypomyelinating leukodystrophy 3	0.53
ncit:C125664	Pain Agnosia	doid	doid:0060145	pain agnosia	0.87
doid:6543	acne	ncit	ncit:C27195	Acne	0.78
mondo:0016486	beta-thalassemia major	orphanet.ordo	orphanet.ordo:231214	Beta-thalassemia major	0.52
ncit:C36197	Mycobacterium Avium Infection	mesh	mesh:D015270	Mycobacterium avium-intracellulare Infection	0.74
mondo:0019366	free sialic acid storage disease	orphanet.ordo	orphanet.ordo:834	Free sialic acid storage disease	0.81
orphanet.ordo:209981	IRIDA syndrome	mondo	mondo:0008788	IRIDA syndrome	0.77
mondo:0850102	non-specific autoimmune supratentorial encephalitis with characteristic antibodies	orphanet.ordo	orphanet.ordo:624166	Non-specific autoimmune supratentorial encephalitis with characteristic antibodies	0.58
orphanet.ordo:251019	2q32q33 microdeletion syndrome	mondo	mondo:0012864	chromosome 2q32-q33 deletion syndrome	0.77
orphanet.ordo:79434	Oculocutaneous albinism type 1B	mondo	mondo:0011749	oculocutaneous albinism type 1B	0.82
mondo:0018594	secondary polyarteritis nodosa	orphanet.ordo	orphanet.ordo:439746	Secondary polyarteritis nodosa	0.82
ncit:C7399	Villous Adenoma	doid	doid:0050869	villous adenoma	0.86
mondo:0016564	progressive supranuclear palsy-progressive non-fluent aphasia syndrome	orphanet.ordo	orphanet.ordo:240112	Progressive supranuclear palsy-progressive non-fluent aphasia syndrome	0.84
mondo:0012423	MORM syndrome	orphanet.ordo	orphanet.ordo:75858	MORM syndrome	0.73
mondo:0009478	combined immunodeficiency due to DOCK8 deficiency	orphanet.ordo	orphanet.ordo:217390	Combined immunodeficiency due to DOCK8 deficiency	0.85
orphanet.ordo:284814	Disorder of phenylalanine metabolism	mondo	mondo:0017306	disorder of phenylalanine metabolism	0.8
orphanet.ordo:289390	Primary Sjögren syndrome	mondo	mondo:0010030	Sjogren syndrome	0.85
ncit:C4824	Tongue Carcinoma	doid	doid:0080641	tongue carcinoma	0.94
orphanet.ordo:500150	Brain malformations-musculoskeletal abnormalities-facial dysmorphism-intellectual disability syndrome	mondo	mondo:0014936	ZTTK syndrome	0.63
ncit:C119042	Chronic Recurrent Multifocal Osteomyelitis	omim.ps	omim.ps:609628	Chronic recurrent multifocal osteomyelitis	0.51
mondo:0010898	autosomal dominant epilepsy with auditory features	orphanet.ordo	orphanet.ordo:101046	Autosomal dominant epilepsy with auditory features	0.9
mondo:0020066	Ehlers-Danlos syndrome	orphanet.ordo	orphanet.ordo:98249	Ehlers-Danlos syndrome	0.85
orphanet.ordo:79381	Other dermis disorder	mondo	mondo:0021154	dermis disorder	0.57
mondo:0018053	trichothiodystrophy	orphanet.ordo	orphanet.ordo:33364	Trichothiodystrophy	0.8
orphanet.ordo:331206	Severe combined immunodeficiency due to complete RAG1/2 deficiency	mondo	mondo:0011086	severe combined immunodeficiency, autosomal recessive, T cell-negative, B cell-negative, NK cell-positive	0.83
orphanet.ordo:2373	Congenital laryngomalacia	mondo	mondo:0007878	congenital laryngomalacia	0.92
orphanet.ordo:85327	X-linked intellectual disability-acromegaly-hyperactivity syndrome	mondo	mondo:0019424	X-linked intellectual disability-acromegaly-hyperactivity syndrome	0.79
orphanet.ordo:180111	Bicervical bicornuate uterus with patent cervix and vagina	mondo	mondo:0015836	Bicervical bicornuate uterus with patent cervix and vagina	0.72
mondo:0009224	fetal iodine syndrome	orphanet.ordo	orphanet.ordo:1910	Fetal iodine syndrome	0.6
orphanet.ordo:341	Viral hemorrhagic fever	ncit	ncit:C36170	Viral Hemorrhagic Fever	0.77
mondo:0016312	5-fluorouracil poisoning	orphanet.ordo	orphanet.ordo:217064	5-fluorouracil poisoning	0.91
mondo:0008387	ring dermoid of cornea	orphanet.ordo	orphanet.ordo:91481	Ring dermoid of cornea	0.81
orphanet.ordo:580951	Punctate inner choroidopathy	mondo	mondo:0035584	punctate inner choroidopathy	0.77
orphanet.ordo:622099	Superior mesenteric artery syndrome	ncit	ncit:C85175	Superior Mesenteric Artery Syndrome	0.82
orphanet.ordo:566943	Mueller-Weiss syndrome	mondo	mondo:0035452	mueller-weiss syndrome	0.77
mondo:0016872	partial deletion of chromosome 7	orphanet.ordo	orphanet.ordo:261796	Partial deletion of chromosome 7 syndrome	0.68
mesh:D012541	Scarlet Fever	ncit	ncit:C94575	Scarlet Fever	0.84
orphanet.ordo:35107	Desmosterolosis	mondo	mondo:0011217	desmosterolosis	0.73
ncit:C9306	Soft Tissue Sarcoma	orphanet.ordo	orphanet.ordo:3394	Soft tissue sarcoma	0.52
doid:2048	autoimmune hepatitis	orphanet.ordo	orphanet.ordo:2137	Autoimmune hepatitis	0.75
orphanet.ordo:71274	Disseminated peritoneal leiomyomatosis	ncit	ncit:C3958	Disseminated Peritoneal Leiomyomatosis	0.84
mondo:0035122	GRIN2B-related developmental delay, intellectual disability and autism spectrum disorder	orphanet.ordo	orphanet.ordo:589547	GRIN2B-related developmental delay, intellectual disability and autism spectrum disorder	0.93
mondo:0015802	autosomal dominant non-syndromic intellectual disability	orphanet.ordo	orphanet.ordo:178469	Autosomal dominant non-syndromic intellectual disability	0.81
mondo:0012213	hereditary spastic paraplegia 26	orphanet.ordo	orphanet.ordo:101006	Autosomal recessive spastic paraplegia type 26	0.89
orphanet.ordo:237	Duplication of urethra	mondo	mondo:0016529	duplication of urethra	0.82
mondo:0033885	mitochondrial complex IV deficiency, nuclear-type	orphanet.ordo	orphanet.ordo:254905	Isolated cytochrome C oxidase deficiency	0.75
orphanet.ordo:530792	RELA fusion-positive ependymoma	ncit	ncit:C129351	Supratentorial Ependymoma, ZFTA-RELA Fusion-Positive	0.73
ncit:C85185	Tetanus	orphanet.ordo	orphanet.ordo:3299	Tetanus	0.81
doid:11101	trench fever	orphanet.ordo	orphanet.ordo:64694	Trench fever	0.57
orphanet.ordo:331190	Immunodeficiency due to ficolin3 deficiency	mondo	mondo:0013467	immunodeficiency due to ficolin3 deficiency	0.93
mondo:0009901	Bartsocas-Papas syndrome 1	orphanet.ordo	orphanet.ordo:1234	Bartsocas-Papas syndrome	0.77
orphanet.ordo:86908	Hemiconvulsion-hemiplegia-epilepsy syndrome	mondo	mondo:0019485	idiopathic hemiconvulsion-hemiplegia syndrome	0.75
ncit:C3868	Gastrointestinal Stromal Tumor	orphanet.ordo	orphanet.ordo:44890	Gastrointestinal stromal tumor	0.73
orphanet.ordo:888	Van der Woude syndrome	mondo	mondo:0019508	van der Woude syndrome	0.69
orphanet.ordo:620139	Non-syndromic unifrontosphenoidal craniosynostosis	mondo	mondo:0850075	non-syndromic unifrontosphenoidal craniosynostosis	0.75
mondo:0035776	combined deficiency of factor VII and factor X	orphanet.ordo	orphanet.ordo:600691	Combined deficiency of factor VII and factor X	0.77
doid:0040083	Chlamydia pneumonia	mesh	mesh:D061387	Chlamydial Pneumonia	0.71
orphanet.ordo:874	Primary adult heart tumor	mondo	mondo:0019493	primary adult heart tumor	0.85
orphanet.ordo:2865	Short stature-webbed neck-heart disease syndrome	mondo	mondo:0017315	short stature-webbed neck-heart disease syndrome	0.81
mondo:0019533	paroxysmal cold hemoglobinuria	orphanet.ordo	orphanet.ordo:90035	Paroxysmal cold hemoglobinuria	0.55
mondo:0002142	undifferentiated pleomorphic sarcoma	orphanet.ordo	orphanet.ordo:2023	Undifferentiated pleomorphic sarcoma	0.63
orphanet.ordo:168544	Spondylometaphyseal dysplasia, Golden type	mondo	mondo:0010738	spondylometaphyseal dysplasia, Golden type	0.76
orphanet.ordo:199310	Tetragametic chimerism syndrome	mondo	mondo:0016045	tetragametic chimerism	0.7
mondo:0100244	paroxysmal nocturnal hemoglobinuria	orphanet.ordo	orphanet.ordo:447	Paroxysmal nocturnal hemoglobinuria	0.84
orphanet.ordo:252183	Neurofibroma	mondo	mondo:0016755	neurofibroma	0.73
orphanet.ordo:99003	Multifocal pattern dystrophy simulating fundus flavimaculatus	mondo	mondo:0020382	multifocal pattern dystrophy simulating fundus flavimaculatus	0.84
orphanet.ordo:308	Progressive myoclonic epilepsy type 1	mondo	mondo:0009698	Unverricht-Lundborg syndrome	0.85
orphanet.ordo:98886	Bleeding diathesis due to integrin alpha2-beta1 deficiency	mondo	mondo:0013622	platelet-type bleeding disorder 9	0.54
orphanet.ordo:86909	Myoclonic epilepsy of infancy	mondo	mondo:0100566	myoclonic epilepsy in infancy	0.75
orphanet.ordo:90650	Otopalatodigital syndrome type 1	mondo	mondo:0010704	otopalatodigital syndrome type 1	0.8
mondo:0017107	isolated cerebellar vermis agenesis	orphanet.ordo	orphanet.ordo:269203	Isolated cerebellar vermis agenesis	0.76
mondo:0007556	epidermolysis bullosa simplex 2F, with mottled pigmentation	orphanet.ordo	orphanet.ordo:79397	Epidermolysis bullosa simplex with mottled pigmentation	0.64
mondo:0000859	spina bifida occulta	orphanet.ordo	orphanet.ordo:645202	Closed spinal dysraphism	0.65
orphanet.ordo:1406	Charlie M syndrome	mondo	mondo:0015367	Charlie M syndrome	0.79
ncit:C84800	Kleine-Levin Syndrome	doid	doid:0060165	Kleine-Levin syndrome	0.9
mondo:0015727	mosaic trisomy 15	orphanet.ordo	orphanet.ordo:1706	Mosaic trisomy 15 syndrome	0.62
mondo:0011176	intestinal hypomagnesemia 1	orphanet.ordo	orphanet.ordo:30924	Primary hypomagnesemia with secondary hypocalcemia	0.65
mondo:0850048	classic eosinophilic pustular folliculitis	orphanet.ordo	orphanet.ordo:617408	Classic eosinophilic pustular folliculitis	0.75
doid:0080653	urolithiasis	ncit	ncit:C114688	Urolithiasis	0.75
orphanet.ordo:497737	Epidermolytic nevus	mondo	mondo:0044656	epidermolytic nevus	0.75
orphanet.ordo:589830	Adult-onset Steinert myotonic dystrophy	mondo	mondo:0035649	adult-onset Steinert myotonic dystrophy	0.82
mondo:0016840	trisomy 17p	orphanet.ordo	orphanet.ordo:261290	Trisomy 17p syndrome	0.59
mondo:0019783	neovascular glaucoma	orphanet.ordo	orphanet.ordo:94058	Neovascular glaucoma	0.79
orphanet.ordo:502423	Mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome	mondo	mondo:0044714	mitochondrial myopathy-cerebellar ataxia-pigmentary retinopathy syndrome	0.74
orphanet.ordo:732	Polymyositis	ncit	ncit:C26925	Polymyositis	0.75
mondo:0012453	hereditary spastic paraplegia 31	orphanet.ordo	orphanet.ordo:101011	Autosomal dominant spastic paraplegia type 31	0.85
orphanet.ordo:187	Citrullinemia	ncit	ncit:C84639	Citrullinemia	0.81
ncit:C4337	Mantle Cell Lymphoma	doid	doid:0050746	mantle cell lymphoma	0.95
orphanet.ordo:46487	Epidermolysis bullosa acquisita	ncit	ncit:C84690	Epidermolysis Bullosa Acquisita	0.86
ncit:C8388	Functioning Pituitary Neuroendocrine Tumor	orphanet.ordo	orphanet.ordo:314753	Functioning pituitary adenoma	0.83
mondo:0009965	Perlman syndrome	orphanet.ordo	orphanet.ordo:2849	Perlman syndrome	0.63
orphanet.ordo:79225	Sphingolipidosis	ncit	ncit:C117254	Sphingolipidosis	0.81
orphanet.ordo:589856	Choanal atresia-athelia-hypothyroidism-delayed puberty-short stature syndrome	mondo	mondo:0035651	choanal atresia-athelia-hypothyroidism-delayed puberty-short stature syndrome	0.88
mondo:0017212	paraneoplastic uveitis	orphanet.ordo	orphanet.ordo:279928	Paraneoplastic uveitis	0.74
orphanet.ordo:75840	Ullrich congenital muscular dystrophy	mondo	mondo:0000355	Ullrich congenital muscular dystrophy	0.58
orphanet.ordo:98	Autosomal recessive spastic ataxia of Charlevoix-Saguenay	mondo	mondo:0010041	Charlevoix-Saguenay spastic ataxia	0.59
mondo:0030482	spastic paraplegia 84, autosomal recessive	orphanet.ordo	orphanet.ordo:631079	Autosomal recessive spastic paraplegia type 84	0.83
mondo:0007772	pseudohypoaldosteronism type 2A	orphanet.ordo	orphanet.ordo:88938	Pseudohypoaldosteronism type 2A	0.53
ncit:C116916	Progressive Hemifacial Atrophy	doid	doid:1757	facial hemiatrophy	0.76
orphanet.ordo:624259	Non-specific autoimmune cerebellar ataxia with characteristic antibodies	mondo	mondo:0850108	non-specific autoimmune cerebellar ataxia with characteristic antibodies	0.58
mondo:0012740	chromosome 22q11.2 deletion syndrome, distal	orphanet.ordo	orphanet.ordo:261330	Distal 22q11.2 microdeletion syndrome	0.86
mondo:0019867	mosaic trisomy 8	orphanet.ordo	orphanet.ordo:96061	Mosaic trisomy 8 syndrome	0.62
orphanet.ordo:83594	Eastern equine encephalitis	mesh	mesh:D020242	Encephalomyelitis, Eastern Equine	0.73
orphanet.ordo:498	Keratosis pilaris atrophicans	mondo	mondo:0018855	keratosis pilaris atrophicans	0.82
mondo:0850115	early-onset obesity-hyperphagia-severe developmental delay syndrome	orphanet.ordo	orphanet.ordo:99704	Early-onset obesity-hyperphagia-severe developmental delay syndrome	0.79
orphanet.ordo:99936	Autosomal dominant Charcot-Marie-Tooth disease type 2B	mondo	mondo:0010949	Charcot-Marie-Tooth disease type 2B	0.9
doid:12148	alveolar echinococcosis	orphanet.ordo	orphanet.ordo:284	Alveolar echinococcosis	0.83
orphanet.ordo:284160	8q21.11 microdeletion syndrome	mondo	mondo:0013646	chromosome 8q21.11 deletion syndrome	0.81
doid:0050904	salivary gland carcinoma	ncit	ncit:C9272	Salivary Gland Carcinoma	1.03
orphanet.ordo:293707	Blepharophimosis-intellectual disability syndrome, MKB type	mondo	mondo:0010477	blepharophimosis - intellectual disability syndrome, MKB type	0.66
orphanet.ordo:391799	Rare genetic dystonia	mondo	mondo:0044807	inherited dystonia	0.77
mondo:0009658	mucopolysaccharidosis type 3D	orphanet.ordo	orphanet.ordo:79272	Sanfilippo syndrome type D	0.62
orphanet.ordo:1074	Ankyloblepharon filiforme adnatum-imperforate anus syndrome	mondo	mondo:0015201	ankyloblepharon filiforme-imperforate anus syndrome	0.84
orphanet.ordo:157850	Pantothenate kinase-associated neurodegeneration	mondo	mondo:0009319	pantothenate kinase-associated neurodegeneration	0.53
mondo:0018884	Roch-Leri mesosomatous lipomatosis	orphanet.ordo	orphanet.ordo:529	Roch-Leri mesosomatous lipomatosis	0.78
omim.ps:160700	Myopia	doid	doid:11830	myopia	0.51
mondo:0019685	FGFR3-related chondrodysplasia	orphanet.ordo	orphanet.ordo:93420	FGFR3-related chondrodysplasia	0.81
orphanet.ordo:99076	Persistent fifth aortic arch	mondo	mondo:0020414	persistent fifth aortic arch	0.76
ncit:C156267	Thyroid Gland Mucinous Carcinoma	mondo	mondo:0971036	thyroid gland mucinous carcinoma	0.86
orphanet.ordo:90026	Primary erythromelalgia	ncit	ncit:C125383	Primary Erythromelalgia	0.82
mondo:0007309	Charcot-Marie-Tooth disease type 1A	orphanet.ordo	orphanet.ordo:101081	Charcot-Marie-Tooth disease type 1A	0.77
mondo:0016690	pleomorphic xanthoastrocytoma	orphanet.ordo	orphanet.ordo:251607	Pleomorphic xanthoastrocytoma	0.79
doid:9869	hereditary fructose intolerance syndrome	orphanet.ordo	orphanet.ordo:469	Hereditary fructose intolerance	0.64
mondo:0018151	coenzyme Q10 deficiency	orphanet.ordo	orphanet.ordo:35656	Coenzyme Q10 deficiency	0.86
orphanet.ordo:99901	Acyl-CoA dehydrogenase 9 deficiency	mondo	mondo:0012624	acyl-CoA dehydrogenase 9 deficiency	0.81
orphanet.ordo:646139	Dysplastic cortical hyperostosis	mondo	mondo:0016357	dysplastic cortical hyperostosis	0.75
ncit:C27379	Mucin-Producing Adenocarcinoma	mondo	mondo:0004957	mucinous adenocarcinoma	0.59
orphanet.ordo:3301	Tetraamelia-multiple malformations syndrome	mondo	mondo:0010110	tetraamelia-multiple malformations syndrome	0.8
orphanet.ordo:230839	Classical-like Ehlers-Danlos syndrome type 1	mondo	mondo:0011670	Ehlers-Danlos syndrome due to tenascin-X deficiency	0.67
mondo:0018610	early-onset posterior subcapsular cataract	orphanet.ordo	orphanet.ordo:441447	Early-onset posterior subcapsular cataract	0.75
doid:1856	cherubism	orphanet.ordo	orphanet.ordo:184	Cherubism	0.74
mondo:0016841	20p12.3 microdeletion syndrome	orphanet.ordo	orphanet.ordo:261295	20p12.3 microdeletion syndrome	0.79
mondo:0015395	congenital subglottic stenosis	orphanet.ordo	orphanet.ordo:141121	Congenital subglottic stenosis	0.77
mondo:0015416	Tessier number 5 facial cleft	orphanet.ordo	orphanet.ordo:141261	Tessier number 5 facial cleft	0.78
orphanet.ordo:79124	Hepatic veno-occlusive disease-immunodeficiency syndrome	mondo	mondo:0009338	hepatic veno-occlusive disease-immunodeficiency syndrome	0.8
mondo:0020115	secondary polycythemia	orphanet.ordo	orphanet.ordo:98428	Secondary polycythemia	0.84
orphanet.ordo:79484	Phakomatosis cesiomarmorata	mondo	mondo:0019326	phakomatosis cesiomarmorata	0.72
