source identifier	source name	target prefix	predicted identifier	predicted name	true identifier	true name	confidence
icd11:1841508645	Syndactyly type 1	mondo	mondo:0008516	syndactyly type 5	mondo:0008512	syndactyly type 1	0.7
efo:0007286	glanders	doid	doid:5052	melioidosis	doid:13444	glanders	0.63
mondo:0019473	enteropathy-associated T-cell lymphoma	ncit	ncit:C150505	Intestinal T-Cell Lymphoma, Not Otherwise Specified	ncit:C4737	Enteropathy-Associated T-Cell Lymphoma	0.75
orphanet:79395	Keratoderma hereditarium mutilans with ichthyosis	mondo	mondo:0007422	keratoderma hereditarium mutilans	mondo:0011396	loricrin keratoderma	0.69
ncit:C2986	Type 1 Diabetes Mellitus	doid	doid:0110749	type 1 diabetes mellitus 10	doid:9744	type 1 diabetes mellitus	0.94
doid:2841	asthma	efo	efo:0009759	Chronic Obstructive Asthma	efo:0000270	obsolete_asthma	0.74
icd11:1058486825	Alpha-N-acetylgalactosaminidase deficiency type 1	mondo	mondo:0017779	alpha-N-acetylgalactosaminidase deficiency	mondo:0012221	alpha-N-acetylgalactosaminidase deficiency type 1	0.71
mondo:0005369	carcinoid tumor	ncit	ncit:C203250	Neuroendocrine Tumor G1	ncit:C2915	Carcinoid Tumor	0.84
omim.ps:243180	Visceral neuropathy, familial	mondo	mondo:8000011	visceral neuropathy, familial, 1, autosomal recessive	mondo:0023961	visceral neuropathy, familial	0.51
efo:0005319	contact dermatitis	icd10	icd10:L20-L30	Dermatitis and eczema	icd10:L25	Unspecified contact dermatitis	0.65
doid:0060473	Kabuki syndrome	mondo	mondo:0007843	Kabuki syndrome 1	mondo:0016512	Kabuki syndrome	0.84
mondo:0004380	dendritic cell sarcoma	ncit	ncit:C9281	Follicular Dendritic Cell Sarcoma	ncit:C27260	Dendritic Cell Tumor, Not Otherwise Specified	0.92
efo:0007352	lymphatic system disease	mondo	mondo:0044986	lymphoid system disorder	mondo:0005833	lymphatic system disorder	0.79
doid:12449	aplastic anemia	mondo	mondo:0012197	idiopathic aplastic anemia	mondo:0015909	aplastic anemia	0.55
efo:0007392	nervous system cancer	ncit	ncit:C35562	Neuroepithelial, Perineurial, and Schwann Cell Neoplasm	ncit:C4788	Malignant Nervous System Neoplasm	0.64
ncit:C8054	Thyroid Gland Follicular Carcinoma	mondo	mondo:0008566	thyroid cancer, nonmedullary, 2	mondo:0005034	thyroid gland follicular carcinoma	0.8
efo:0000706	spondyloarthropathy	mesh	mesh:D055013	Osteoarthritis, Spine	mesh:D025242, mesh:D055009	Spondylosis, Spondylarthropathies	0.58
mesh:D009494	Neurosyphilis	mondo	mondo:0000927	asymptomatic neurosyphilis	mondo:0004944	neurosyphilis	0.77
ncit:C123725	X-Linked Adrenal Hypoplasia Congenita	mondo	mondo:0016241	alternating hemiplegia of childhood	mondo:0010264	X-linked adrenal hypoplasia congenita	0.62
omim.ps:107970	Arrhythmogenic right ventricular dysplasia	mondo	mondo:0012434	arrhythmogenic right ventricular dysplasia 10	mondo:0016342	familial isolated arrhythmogenic right ventricular dysplasia	0.51
mondo:0004538	endocervical type cervical mucinous adenocarcinoma	ncit	ncit:C127907	Endocervical Adenocarcinoma, Usual-Type	ncit:C40202	Cervical Mucinous Adenocarcinoma, Endocervical-Type	1.03
doid:0110095	short-rib thoracic dysplasia 11 with or without polydactyly	mondo	mondo:0054565	short-rib thoracic dysplasia 17 with or without polydactyly	mondo:0014287	short-rib thoracic dysplasia 11 with or without polydactyly	0.71
doid:4520	cervical endometrial stromal sarcoma	ncit	ncit:C40222	Cervical Low Grade Endometrioid Stromal Sarcoma	ncit:C40220	Endometrioid Stromal Sarcoma of the Cervix	0.76
doid:0110720	neuronal ceroid lipofuscinosis 4	mondo	mondo:0019260	adult neuronal ceroid lipofuscinosis	mondo:0008083	ceroid lipofuscinosis, neuronal, 4 (Kufs type)	0.92
mondo:0006126	cecum neuroendocrine tumor G1	ncit	ncit:C203392	Cecum Neuroendocrine Tumor G2	ncit:C5501	Cecum Neuroendocrine Tumor G1	0.81
mondo:0003611	uterine ligament papillary cystadenoma associated with von Hippel-Lindau disease	ncit	ncit:C155952	Uterine Ligament Papillary Cystadenoma	ncit:C40142	Uterine Ligament Papillary Cystadenoma Associated with von Hippel-Lindau Disease	0.83
omim.ps:105250	Amyloidosis, primary localized cutaneous	mondo	mondo:0015301	primary cutaneous amyloidosis	mondo:0007101	familial primary localized cutaneous amyloidosis	0.8
mondo:0019392	syringocystadenoma papilliferum	icd11	icd11:841587700	Syringocystadenoma papilliferum	icd11:530424877	Syringocystadenoma papilliferum	0.66
doid:1588	thrombocytopenia	mondo	mondo:0957578	thrombocytopenia 10	mondo:0002049	thrombocytopenia	0.59
doid:7841	childhood embryonal tumor with multilayered rosettes, C19MC-altered	ncit	ncit:C6957	Childhood Cerebral Embryonal Tumor with Multilayered Rosettes, C19MC-Altered	ncit:C115203	Childhood Embryonal Tumor with Multilayered Rosettes, C19MC-Altered	0.84
mondo:0004795	otitis externa	icd11	icd11:837295519	Swimmer's ear	icd11:1303990434	Otitis externa	0.63
omim.ps:105400	Amyotrophic lateral sclerosis	mondo	mondo:0012790	amyotrophic lateral sclerosis type 10	mondo:0005144	familial amyotrophic lateral sclerosis	0.51
ncit:C172393	Primary Ciliary Dyskinesia 29	mondo	mondo:0032874	ciliary dyskinesia, primary, 43	mondo:0014378	primary ciliary dyskinesia 29	0.72
mondo:0006702	chronic inflammatory demyelinating polyradiculoneuropathy	doid	doid:2536	chronic inflammatory demyelinating polyneuritis	doid:5213	chronic inflammatory demyelinating polyradiculoneuropathy	0.63
doid:0080062	autosomal recessive spinocerebellar ataxia 13	mondo	mondo:0011529	spinocerebellar ataxia type 13	mondo:0013905	autosomal recessive spinocerebellar ataxia 13	0.73
icd11:330792642	Sarcoidosis	mondo	mondo:0008399	sarcoidosis, susceptibility to, 1	mondo:0019338	sarcoidosis	0.51
omim.ps:617099	Autoinflammation, panniculitis, and dermatosis syndrome	mondo	mondo:0014912	autoinflammation, panniculitis, and dermatosis syndrome, autosomal recessive	mondo:0975955	autoinflammation, panniculitis, and dermatosis syndrome	0.51
doid:0070304	multiple epiphyseal dysplasia 3	mondo	mondo:0012254	multiple epiphyseal dysplasia, with miniepiphyses	mondo:0010964	epiphyseal dysplasia, multiple, 3	0.65
mondo:0017713	disorder of fatty acid oxidation and ketogenesis	icd11	icd11:951818177	Other disorders of fatty acid oxidation or ketone body metabolism	icd11:1861994414	Disorders of mitochondrial fatty acid oxidation	0.62
ncit:C5134	Spinal Meningioma	mondo	mondo:0001275	spinal meningioma	mondo:0001279	intraspinal meningioma	0.78
ncit:C34952	Protein Energy Malnutrition	efo	efo:1001033	marasmus	efo:0009563	protein energy malnutrition	0.71
icd11:201200685	Rett syndrome	mondo	mondo:0017746	atypical Rett syndrome	mondo:0010726	Rett syndrome	0.64
doid:0111566	familial isolated trichomegaly	mondo	mondo:0008593	trichomegaly	mondo:0018472	familial isolated trichomegaly	0.65
omim.ps:209920	MHC class II deficiency	mondo	mondo:0011476	MHC class I deficiency	mondo:0008855	MHC class II deficiency	0.6
mondo:0005152	hypopituitarism	icd11	icd11:1749432547	Isolated deficiency of pituitary hormone	icd11:768216194	Hypopituitarism	0.77
doid:3261	hyper IgE recurrent infection syndrome 1	ncit	ncit:C3144	Hyperimmunoglobulin E Syndrome	ncit:C126342, ncit:C126343	DOCK8 Deficiency, STAT3 Deficiency	0.64
omim.ps:194070	Wilms tumor	mondo	mondo:0019004	kidney Wilms tumor	mondo:0003321	hereditary Wilms tumor	0.51
efo:1000637	acute respiratory distress syndrome	ncit	ncit:C124947	Noncardiogenic Pulmonary Edema	ncit:C3353	Acute Respiratory Distress Syndrome	0.67
efo:1000363	Malignant Urinary System Neoplasm	ncit	ncit:C192668	Malignant Urinary Tract Neoplasm	ncit:C9297	Malignant Urinary System Neoplasm	0.81
mondo:0019434	systemic-onset juvenile idiopathic arthritis	ncit	ncit:C61278	Still Disease	ncit:C119031	Systemic Juvenile Idiopathic Arthritis	0.62
mondo:0003268	mixed glioma	ncit	ncit:C115250	Adult Mixed Glioma	ncit:C3903	Mixed Glioma	0.77
doid:0060232	branchiootic syndrome	mondo	mondo:0011258	branchiootic syndrome 1	mondo:0018878	branchiootic syndrome	0.64
mondo:0019095	plague	doid	doid:10773	bubonic plague	doid:3482	plague	0.71
efo:0007410	ornithosis	ncit	ncit:C44959	Chlamydophila psittaci Infection	ncit:C34873	Ornithosis	0.7
doid:0080173	bladder exstrophy-epispadias-cloacal exstrophy complex	mondo	mondo:0010805	bladder exstrophy	mondo:0017919	exstrophy-epispadias complex	0.53
efo:0003027	acute myeloblastic leukemia without maturation	mondo	mondo:0020320	acute myeloblastic leukemia with maturation	mondo:0005224	acute myeloblastic leukemia without maturation	0.96
ncit:C85233	Spinal and Bulbar Muscular Atrophy, X-linked 1	mondo	mondo:0016113	bulbospinal muscular atrophy	mondo:0010735	Kennedy disease	0.65
ncit:C34951	Progeria	mondo	mondo:0020732	progeria	mondo:0008310	Hutchinson-Gilford progeria syndrome	0.59
icd11:591736785	Anti-glomerular basement membrane antibody mediated disease	mondo	mondo:0003136	anti-basement membrane glomerulonephritis	mondo:0009303	anti-glomerular basement membrane disease	0.76
mondo:1030007	hypertensive urgency	icd11	icd11:244762378	Hypertensive emergency	icd11:896211058	2-hydroxyglutaric aciduria	0.67
ncit:C26699	Bacterial Arthritis	mondo	mondo:0042485	infective arthritis	mondo:0004471	bacterial arthritis	0.62
doid:0112308	central precocious puberty	mondo	mondo:0009837	choroid plexus papilloma	mondo:0019165	central precocious puberty	0.58
doid:0060608	microcephalic osteodysplastic primordial dwarfism type I	mondo	mondo:0000060	microcephalic osteodysplastic primordial dwarfism	mondo:0008871	microcephalic osteodysplastic primordial dwarfism type I	0.64
efo:0008507	interstitial cystitis	icd11	icd11:44621583	Hunner ulcer	icd11:1650709285	Interstitial cystitis	0.67
efo:0003782	motor neuron disease	icd11	icd11:136239205	Motor Neuron	icd11:661720689	Motor neuron disease	0.58
mondo:0018876	mantle cell lymphoma	icd11	icd11:1187349311	Mantle cell lymphoma	icd11:1804127841	Mantle cell lymphoma	0.65
omim.ps:142690	Acne inversa	mondo	mondo:0006559	hidradenitis suppurativa	mondo:0024516	familial acne inversa	0.51
omim.ps:254090	Ullrich congenital muscular dystrophy	mondo	mondo:0009681	Ullrich congenital muscular dystrophy 1A	mondo:0000355	Ullrich congenital muscular dystrophy	0.51
doid:0050424	familial adenomatous polyposis	mondo	mondo:0021056	familial adenomatous polyposis 1	mondo:0021055	classic familial adenomatous polyposis	0.72
mondo:0020531	long chain acyl-CoA dehydrogenase deficiency	ncit	ncit:C98647	Very Long-Chain Acyl-CoA Dehydrogenase Deficiency	ncit:C84537	Long-Chain Acyl-CoA Dehydrogenase Deficiency	0.64
ncit:C84391	Age-Related Macular Degeneration	mondo	mondo:0012145	macular degeneration, age-related, 3	mondo:0005150	age-related macular degeneration	0.71
doid:0060669	cerebral cavernous malformation	mondo	mondo:0031037	famililal cerebral cavernous malformations	mondo:0000820	cerebral cavernous malformation	0.81
doid:1595	melancholic depression	ncit	ncit:C34812	Melancholic Depression	ncit:C35094, ncit:C34532	Unipolar Depression, Endogenous Depression	0.97
mondo:0019610	Zollinger-Ellison syndrome	doid	doid:5577	gastrinoma	doid:0050782	Zollinger-Ellison syndrome	0.67
doid:0070519	early-onset vitamin B6-dependent epilepsy 4	mondo	mondo:0009945	pyridoxine-dependent epilepsy	mondo:0020741	pyridoxine-dependent epilepsy caused by ALDH7A1 mutant	0.68
doid:0110254	cataract 25	mondo	mondo:0020372	early-onset sutural cataract	mondo:0011587	cataract 25	0.8
doid:3798	pleural empyema	mondo	mondo:0005242	empyema	mondo:0018667	pleural empyema	0.67
efo:1000154	Cecum Neuroendocrine Tumor G1	ncit	ncit:C203392	Cecum Neuroendocrine Tumor G2	ncit:C5501	Cecum Neuroendocrine Tumor G1	0.83
ncit:C126688	Bethlem Myopathy 1	mondo	mondo:0024530	Bethlem myopathy 1A	mondo:0008029	Bethlem myopathy	0.73
mondo:0005739	echinostomiasis	icd11	icd11:429746133	Echinochasmosis	icd11:342249036	Echinostomiasis	0.73
orphanet:3020	Ramsay Hunt syndrome	mondo	mondo:0008945	myoclonic cerebellar dyssynergia	mondo:0005769	geniculate herpes zoster	0.78
efo:1001491	abortion	icd10	icd10:O05	Other abortion	icd10:O04, icd10:O06	Unspecified abortion, Medical abortion	0.5
ncit:C85191	Thyroid Hormone Resistance Syndrome	mondo	mondo:0001328	thyroid hormone resistance syndrome	mondo:0010131	thyroid hormone resistance, generalized, autosomal recessive	0.88
mesh:D001883	Borderline Personality Disorder	mondo	mondo:0001087	schizotypal personality disorder	mondo:0001156	borderline personality disorder	0.55
mondo:0015526	cold-induced sweating syndrome	orphanet	orphanet:401993	Cold-induced sweating syndrome-hyperthermia spectrum	orphanet:157820	Cold-induced sweating syndrome	0.65
ncit:C4222	Glomangioma	mondo	mondo:0007672	glomuvenous malformation	mondo:0002299	glomangioma	0.56
icd11:1411011731	Hereditary sensory and autonomic neuropathy type V	mondo	mondo:0009459	channelopathy-associated congenital insensitivity to pain, autosomal recessive	mondo:0012092	hereditary sensory and autonomic neuropathy type 5	0.6
efo:0005423	adolescent idiopathic scoliosis	mondo	mondo:0008419	scoliosis, isolated, susceptibility to, 1	mondo:0005488	adolescent idiopathic scoliosis	0.67
mondo:0010020	congenital generalized lipodystrophy type 2	doid	doid:0111135	congenital generalized lipodystrophy type 1	doid:0111136	congenital generalized lipodystrophy type 2	0.78
mondo:0001293	subglottis cancer	ncit	ncit:C5972	Subglottic Carcinoma	ncit:C3546	Malignant Subglottis Neoplasm	0.73
doid:11976	botulism	ncit	ncit:C128341	Foodborne Botulism	ncit:C84599	Botulism	0.66
mondo:0012484	prosopagnosia, hereditary	mesh	mesh:D020238	Prosopagnosia	mesh:C537242	Prosopagnosia, hereditary	0.66
mondo:0000745	cardiac arrest	icd11	icd11:2121132007	Cardiopulmonary arrest	icd11:395422191	Cardiac arrest	0.81
doid:3376	bone osteosarcoma	ncit	ncit:C4834	Primary Bone Osteosarcoma	ncit:C53707	Bone Osteosarcoma	0.77
ncit:C153179	Mental Retardation, Autosomal Recessive 34	mondo	mondo:0012618	intellectual disability, autosomal recessive 10	mondo:0013785	intellectual disability, autosomal recessive 34	0.58
ncit:C34982	Retinopathy of Prematurity	mondo	mondo:0007589	exudative vitreoretinopathy 1	mondo:0006952	retinopathy of prematurity	0.61
mondo:0014790	TMEM199-CDG	doid	doid:0070263	congenital disorder of glycosylation type IIk	doid:0070268	congenital disorder of glycosylation type IIp	0.79
mondo:0016264	autoimmune hepatitis	ncit	ncit:C176733	Variant Autoimmune Hepatitis	ncit:C27029	Autoimmune Hepatitis	0.65
ncit:C124070	Keratosis Pilaris	mondo	mondo:0018855	keratosis pilaris atrophicans	mondo:0021036	keratosis pilaris	0.64
icd11:248590292	De la Chapelle dysplasia	mondo	mondo:0009727	atelosteogenesis type II	mondo:0800307	de la Chapelle dysplasia	0.58
go:0007610	behavior	mesh	mesh:D006379	Helping Behavior	mesh:D001519	Behavior	0.84
efo:0000730	undifferentiated sarcoma	ncit	ncit:C121793	Undifferentiated Soft Tissue Sarcoma	ncit:C27096	Liver Embryonal Sarcoma	0.63
omim.ps:156610	Skin creases, congenital symmetric circumferential	doid	doid:0112243	congenital symmetric circumferential skin creases 2	doid:0112241	multiple benign circumferential skin creases on limbs	0.6
mondo:0009733	nephrotic syndrome, type 4	ncit	ncit:C84668	Denys-Drash Syndrome	ncit:C121198	Congenital Nephrotic Syndrome - Diffuse Mesangial Sclerosis	0.61
mondo:0016723	pineocytoma	ncit	ncit:C8291	Adult Pineocytoma	ncit:C6966	Pineocytoma	0.96
icd11:1194029577	Spherophakia	mondo	mondo:0850009	syndromic microspherophakia	mondo:0034977	obsolete isolated microspherophakia	0.56
icd11:476330894	Postaxial polydactyly type A	mondo	mondo:0008266	polydactyly, postaxial, type A1	mondo:0019673	postaxial polydactyly type A	0.68
doid:0060863	patterned macular dystrophy	mondo	mondo:0018973	patterned dystrophy of the retinal pigment epithelium	mondo:0020381	patterned macular dystrophy	0.72
efo:1000066	ACTH-Producing Pituitary Gland Adenoma	mondo	mondo:0009050	Cushing disease due to pituitary adenoma	mondo:0006068	ACTH-producing pituitary gland adenoma	0.91
doid:1062	Fanconi syndrome	mondo	mondo:0060778	adult Fanconi syndrome	mondo:0001083	Fanconi renotubular syndrome	0.67
doid:10970	spastic quadriplegic cerebral palsy	mondo	mondo:0033613	neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities	mondo:0016215	spastic quadriplegic cerebral palsy	0.76
mondo:0011476	MHC class I deficiency	omim.ps	omim.ps:209920	MHC class II deficiency	omim.ps:604571	NO_NAME_FOUND	0.6
mondo:0024493	tumor grade 3, general grading system	ncit	ncit:C42047	Poorly Differentiated Neuroblastoma	ncit:C28079	Grade 3	0.52
mondo:0016690	pleomorphic xanthoastrocytoma	ncit	ncit:C114971	Childhood Pleomorphic Xanthoastrocytoma	ncit:C4323	Pleomorphic Xanthoastrocytoma	0.96
doid:7533	subareolar duct papillomatosis	mondo	mondo:0021301	adenoma of nipple	mondo:0004268	obsolete subareolar duct papillomatosis	0.93
doid:0050557	congenital muscular dystrophy	mondo	mondo:0013178	congenital muscular dystrophy due to LMNA mutation	mondo:0019950	congenital muscular dystrophy	0.61
ncit:C84933	Neurogenic Diabetes Insipidus	doid	doid:0081055	central diabetes insipidus	doid:12388	neurohypophyseal diabetes insipidus	0.67
doid:4905	pancreatic carcinoma	mondo	mondo:0015278	familial pancreatic carcinoma	mondo:0005192	exocrine pancreatic carcinoma	0.65
mondo:0019696	acromesomelic dysplasia	doid	doid:0080051	acromesomelic dysplasia, Hunter-Thompson type	doid:0080049	acromesomelic dysplasia	0.67
doid:5875	retroperitoneal cancer	mondo	mondo:0024645	retroperitoneal neoplasm	mondo:0005941	retroperitoneal cancer	0.84
orphanet.ordo:139547	Distal spinal muscular atrophy type 3	doid	doid:0111196	X-linked distal spinal muscular atrophy 3	doid:0111211	autosomal recessive distal hereditary motor neuronopathy 3	0.54
doid:3443	mammary Paget's disease	ncit	ncit:C47857	Breast Paget Disease	ncit:C7073	Paget Disease	0.9
mesh:D014899	Wernicke Encephalopathy	efo	efo:1001242	Wernicke-Korsakoff syndrome	efo:1001241	Wernicke encephalopathy	0.63
efo:1001107	pilar sheath acanthoma	icd11	icd11:100727368	Pilar sheath acanthoma	icd11:281473034	Pilar sheath acanthoma	0.54
ncit:C4029	Cervical Adenocarcinoma	mondo	mondo:0004259	endocervical carcinoma	mondo:0005153	cervical adenocarcinoma	0.75
doid:11294	arteriovenous malformation	ncit	ncit:C177548	Cutaneous Arteriovenous Malformation/Hemangioma	ncit:C2882	Arteriovenous Malformation/Hemangioma	0.63
doid:4297	scimitar syndrome	mondo	mondo:0015987	scimitar syndrome	mondo:0007130	congenital total pulmonary venous return anomaly	0.77
ncit:C2918	Female Breast Carcinoma	doid	doid:0050671	female breast cancer	doid:7843	female breast carcinoma	0.67
efo:0007516	toxocariasis	mondo	mondo:0024954	larva migrans, visceral	mondo:0005988	toxocariasis	0.95
icd11:1470387017	Thyrotoxicosis	mondo	mondo:0004425	hyperthyroidism	mondo:0010138	thyrotoxicosis	0.85
mondo:0016715	ependymoblastoma	ncit	ncit:C115203	Childhood Embryonal Tumor with Multilayered Rosettes, C19MC-Altered	ncit:C4915	Embryonal Tumor with Multilayered Rosettes, C19MC-Altered	0.98
omim.ps:253600	Muscular dystrophy, limb-girdle, autosomal recessive	mondo	mondo:0011076	myofibrillar myopathy 1	mondo:0015152	autosomal recessive limb-girdle muscular dystrophy	0.51
doid:11830	myopia	mondo	mondo:0012230	myopia 10	mondo:0001384	myopia	0.71
doid:0110855	posterior polymorphous corneal dystrophy 1	mondo	mondo:0020365	congenital hereditary endothelial dystrophy type I	mondo:0007378	posterior polymorphous corneal dystrophy 1	0.74
doid:4844	benign ependymoma	ncit	ncit:C3697	Myxopapillary Ependymoma	ncit:C3017	Ependymoma	0.69
doid:0080156	X-linked adrenal hypoplasia congenita	mondo	mondo:0016241	alternating hemiplegia of childhood	mondo:0010264	X-linked adrenal hypoplasia congenita	0.56
mondo:0001226	acute contagious conjunctivitis	ncit	ncit:C34504	Conjunctivitis	ncit:C35704	Acute Contagious Conjunctivitis	0.87
mondo:0012581	osteogenesis imperfecta type 8	doid	doid:0110337	osteogenesis imperfecta type 7	doid:0110336	osteogenesis imperfecta type 8	0.76
doid:0050811	congenital adrenal hyperplasia	mondo	mondo:0015898	adrenogenital syndrome	mondo:0018479	congenital adrenal hyperplasia	0.61
mondo:0011842	GRN-related frontotemporal lobar degeneration with Tdp43 inclusions	doid	doid:0081388	primary progressive aphasia	doid:0060672	Grn-related frontotemporal lobar degeneration with Tdp43 inclusions	0.82
mondo:0018088	familial Mediterranean fever	icd11	icd11:229025659	Peritonitis in familial Mediterranean fever	icd11:1373335705	Familial Mediterranean fever	0.55
icd11:336704235	Primary myelofibrosis	mondo	mondo:0044903	myelofibrosis	mondo:0009692	primary myelofibrosis	0.84
mondo:0004700	parotid gland cancer	ncit	ncit:C6791	Parotid Gland Carcinoma	ncit:C3525	Malignant Parotid Gland Neoplasm	0.87
ncit:C75488	Rett Syndrome	mondo	mondo:0017746	atypical Rett syndrome	mondo:0010726	Rett syndrome	0.59
doid:8858	tonsil cancer	ncit	ncit:C4825	Tonsillar Carcinoma	ncit:C7404	Malignant Tonsillar Neoplasm	0.62
doid:0060935	infantile hypotonia with psychomotor retardation and characteristic facies-3	mondo	mondo:0024567	hypotonia, infantile, with psychomotor retardation and characteristic facies 1	mondo:0014823	hypotonia, infantile, with psychomotor retardation and characteristic facies 3	0.56
icd11:1206883656	Sheldon-Hall syndrome	mondo	mondo:0007158	arthrogryposis- oculomotor limitation-electroretinal anomalies syndrome	mondo:0011128	Sheldon-hall syndrome	0.65
mondo:0005731	dipetalonemiasis	mesh	mesh:D063485	Acanthocheilonemiasis	mesh:D004154	Dipetalonema Infections	0.77
efo:1000283	Grade III Prostatic Intraepithelial Neoplasia	ncit	ncit:C7360	Grade II Prostatic Intraepithelial Neoplasia	ncit:C3642	Grade III Prostatic Intraepithelial Neoplasia	0.87
orphanet:1519	SPECC1L-related hypertelorism syndrome	mondo	mondo:0022887	craniofrontonasal syndrome Teebi type	mondo:0800025	Teebi hypertelorism syndrome 1	0.73
efo:0000191	MALT lymphoma	mondo	mondo:0001059	gastric lymphoma	mondo:0007650	MALT lymphoma	0.8
doid:5744	ovary serous adenocarcinoma	mondo	mondo:0024885	malignant ovarian serous tumor	mondo:0005211	ovarian serous adenocarcinoma	1.03
omim.ps:607095	Anauxetic dysplasia	mondo	mondo:0054560	anauxetic dysplasia 1	mondo:0011773	anauxetic dysplasia	0.7
efo:1001342	Helminthiasis	icd10	icd10:B65-B83	Helminthiases	icd10:B66, icd10:B83	Other helminthiases, Other fluke infections	0.83
icd11:796835029	Miliaria crystallina	mondo	mondo:0006581	miliaria rubra	mondo:0024229	miliaria crystallina	0.65
orphanet.ordo:731	Autosomal recessive polycystic kidney disease	doid	doid:0080212	polycystic kidney disease 4	doid:0110861	autosomal recessive polycystic kidney disease	0.74
doid:1398	parasitic infectious disease	mesh	mesh:D018512	Parasitemia	mesh:D010272	Parasitic Diseases	0.71
mondo:0002386	mixed epithelial stromal tumor of the kidney	doid	doid:5088	mixed epithelial stromal tumour	doid:2678	obsolete adult mesoblastic nephroma	0.65
mesh:D006660	Histoplasmosis	mondo	mondo:0002099	Histoplasma capsulatum infectious disease	mondo:0018312	histoplasmosis	0.59
icd11:611886666	Pulmonary valve stenosis	mondo	mondo:0017865	congenital pulmonary valve stenosis	mondo:0006936	pulmonary valve stenosis	0.62
ncit:C175048	Exudative Vitreoretinopathy 1	mondo	mondo:0019516	exudative vitreoretinopathy	mondo:0007589	exudative vitreoretinopathy 1	0.7
omim.ps:184450	Stuttering, familial persistent	mondo	mondo:0012232	stuttering, familial persistent, 2	mondo:0000723	stutter disorder	0.6
mondo:0014877	myopathy, distal, 5	orphanet	orphanet:59135	Laing distal myopathy	orphanet:482601	Adenylosuccinate synthetase-like 1-related distal myopathy	0.91
ncit:C84588	Benign Migratory Glossitis	mondo	mondo:0007655	fissured tongue	mondo:0005771	geographic tongue	0.64
ncit:C131076	Vitamin D Dependent Rickets 2b	mondo	mondo:0024300	hypophosphatemic rickets	mondo:0010931	vitamin D-dependent rickets, type 2B	0.6
mondo:0003544	spinal cord cancer	ncit	ncit:C168693	Spinal Neoplasm	ncit:C3572	Malignant Spinal Cord Neoplasm	0.8
mondo:0013300	commissural facial cleft	icd11	icd11:799651914	Macrostomia	icd11:1460924303	Commissural facial cleft	0.56
ncit:C4310	Adenomatoid Odontogenic Tumor	mondo	mondo:0017795	ameloblastoma	mondo:0006073	adenomatoid odontogenic tumor	0.69
doid:0060255	rippling muscle disease 2	mondo	mondo:0021142	acquired rippling muscle disease	mondo:0019947	rippling muscle disease 2	0.58
omim.ps:106210	Aniridia	mondo	mondo:0019172	aniridia	mondo:0007119	isolated aniridia	0.7
ncit:C3446	Primary Immune Thrombocytopenia	doid	doid:1587	thrombocytopenia due to platelet alloimmunization	doid:8924	autoimmune thrombocytopenic purpura	0.7
doid:11227	acute hemorrhagic conjunctivitis	efo	efo:0008571	viral conjunctivitis	efo:0007131	acute hemorrhagic conjunctivitis	0.67
doid:4848	cerebellar astrocytoma	ncit	ncit:C6286	Childhood Cerebellar Astrocytoma	ncit:C9475	Cerebellar Astrocytoma	0.78
icd11:1471948086	Vibratory angioedema	mondo	mondo:0007448	familial dermatographia	mondo:0034556	vibratory angioedema	0.57
ncit:C34478	Cor Pulmonale	mondo	mondo:0004596	cor pulmonale	mondo:0001493	chronic pulmonary heart disease	0.61
doid:9892	median arcuate ligament syndrome	mondo	mondo:0017388	celiac trunk compression syndrome	mondo:0004914	celiac artery stenosis from compression by median arcuate ligament of diaphragm	0.59
ncit:C51225	Biliary Cirrhosis	efo	efo:1001486	primary biliary cirrhosis	efo:0004267	biliary liver cirrhosis	0.69
mondo:0009681	Ullrich congenital muscular dystrophy 1A	doid	doid:0050558	Ullrich congenital muscular dystrophy	doid:0060946	Ullrich congenital muscular dystrophy 1A	0.74
mondo:0012870	chromosome 2q31.2 deletion syndrome	doid	doid:0060458	chromosome 2q31.1 duplication syndrome	doid:0060416	chromosome 2q31.2 deletion syndrome	0.58
mondo:0017778	lamellar ichthyosis	icd11	icd11:1253608930	Congenital lamellar ichthyosis	icd11:600146417	Lamellar ichthyosis	0.85
efo:1000251	Fallopian Tube Carcinoma	mondo	mondo:0002158	fallopian tube cancer	mondo:0006206	fallopian tube carcinoma	0.96
omim.ps:300345	Microphthalmia, isolated, with coloboma	mondo	mondo:0014635	microphthalmia, isolated, with coloboma 10	mondo:0000170	microphthalmia, isolated, with coloboma	0.7
ncit:C34758	Visceral Larva Migrans	mondo	mondo:0024954	larva migrans, visceral	mondo:0005988	toxocariasis	0.81
efo:0009907	Desmoid-type fibromatosis	mondo	mondo:0100168	desmoid tumor caused by somatic mutation	mondo:0007608	desmoid tumor	0.93
mondo:0100352	episodic kinesigenic dyskinesia 1	doid	doid:543	dystonia	doid:0090053	episodic kinesigenic dyskinesia 1	0.59
mondo:0015340	drug rash with eosinophilia and systemic symptoms	icd11	icd11:1860600370	Dressing	icd11:516577496	DRESS syndrome	0.53
mondo:0015362	neuronopathy, distal hereditary motor, autosomal dominant	doid	doid:0081399	autosomal dominant distal hereditary motor neuronopathy 10	doid:0111198	autosomal dominant distal hereditary motor neuronopathy	1.09
