source identifier	source name	target prefix	predicted identifier	predicted name	true identifier	true name	confidence
efo:1000213	Cystic Nephroma	mondo	mondo:0850149	nephroma	mondo:0002385	benign cystic nephroma	0.88
mondo:0015665	scleromyxedema	orphanet.ordo	orphanet.ordo:402007	Lichen myxedematosus	orphanet.ordo:167635	Scleromyxedema	0.63
orphanet.ordo:2995	Baraitser-Winter cerebrofrontofacial syndrome	mondo	mondo:0009470	Baraitser-Winter syndrome 1	mondo:0017579	Baraitser-Winter cerebrofrontofacial syndrome	0.68
orphanet.ordo:73263	Zygomycosis	icd10	icd10:B46	Zygomycosis	icd10:B46.0, icd10:B46.5, icd10:B46.8, icd10:B46.2, icd10:B46.9, icd10:B46.4, icd10:B46.1, icd10:B46.3	""	0.5
efo:0007299	hemorrhagic fever with renal syndrome	ncit	ncit:C35411	Tick-Borne Hemorrhagic Fever	ncit:C84753	Hemorrhagic Fever with Renal Syndrome	0.57
orphanet.ordo:141194	Cerebrofacial arteriovenous metameric syndrome type 1	mondo	mondo:0015405	cerebrofacial arteriovenous metameric syndrome	mondo:0015406	cerebrofacial arteriovenous metameric syndrome type 1	0.53
icd10:E13	Other specified diabetes mellitus	orphanet.ordo	orphanet.ordo:101952	Rare diabetes mellitus	orphanet.ordo:769	Rabson-Mendenhall syndrome	0.69
mondo:0035669	acute disseminated encephalomyelitis with anti-MOG antibodies	orphanet.ordo	orphanet.ordo:592900	Acute disseminated encephalomyelitis without anti-MOG antibodies	orphanet.ordo:592894	Acute disseminated encephalomyelitis with anti-MOG antibodies	0.71
orphanet.ordo:261197	Proximal 16p11.2 microdeletion syndrome	mondo	mondo:0013847	chromosome 16p11.2 duplication syndrome	mondo:0012756	proximal 16p11.2 microdeletion syndrome	0.56
orphanet.ordo:313	Lamellar ichthyosis	mondo	mondo:0019306	congenital non-bullous ichthyosiform erythroderma	mondo:0017778	lamellar ichthyosis	0.56
mondo:0011760	Scheie syndrome	orphanet.ordo	orphanet.ordo:662216	Mucopolysaccharidosis type 10	orphanet.ordo:93474	Scheie syndrome	0.54
orphanet.ordo:98623	Syndromic keratoconus	mondo	mondo:0007851	keratoconus 1	mondo:0020211	obsolete syndromic keratoconus	0.51
orphanet.ordo:252202	Constitutional mismatch repair deficiency syndrome	mondo	mondo:0010159	mismatch repair cancer syndrome 1	mondo:0031219	mismatch repair cancer syndrome	0.71
orphanet.ordo:585867	Acute myeloid leukemia with t(9;22)(q34.1;q11.2)	mondo	mondo:0100397	acute myeloid leukemia, t(9;22)(q34.1;q11.2)	mondo:0035112	acute myeloid leukemia with BCR-ABL1	0.75
orphanet.ordo:1163	Aspergillosis	icd10	icd10:B44	Aspergillosis	icd10:B44.0, icd10:B44.1, icd10:B44.2, icd10:B44.7, icd10:B44.8, icd10:B44.9	""	0.5
orphanet.ordo:848	Beta-thalassemia	mondo	mondo:0013517	beta-thalassemia HBB/LCRB	mondo:0019402	beta thalassemia	0.74
orphanet.ordo:635	Neuroblastoma	ncit	ncit:C124270	Childhood Neuroblastoma	ncit:C3270	Neuroblastoma	0.75
mondo:0018590	ABeta2M amyloidosis	orphanet.ordo	orphanet.ordo:314652	Variant ABeta2M amyloidosis	orphanet.ordo:439246	ABeta2M amyloidosis	0.76
orphanet.ordo:82004	Ehlers-Danlos syndrome with periventricular heterotopia	mondo	mondo:0010233	heterotopia, periventricular, X-linked dominant	mondo:0019348	obsolete Ehlers-Danlos syndrome with periventricular heterotopia	0.58
orphanet.ordo:624268	Non-specific autoimmune cerebellar ataxia without characteristic antibodies	mondo	mondo:0850108	non-specific autoimmune cerebellar ataxia with characteristic antibodies	mondo:0850109	non-specific autoimmune cerebellar ataxia without characteristic antibodies	0.78
orphanet.ordo:31204	Nocardiosis	icd10	icd10:A43	Nocardiosis	icd10:A43.1, icd10:A43.9, icd10:A43.8, icd10:A43.0	""	0.77
mesh:D000275	Adjustment Disorders	ncit	ncit:C34533	Reactive Depression	ncit:C92191	Adjustment Disorder	0.63
mesh:D016724	Empyema, Pleural	ncit	ncit:C34572	Empyema	ncit:C45692	Pyothorax	0.66
mondo:0016852	paternal uniparental disomy of chromosome X	orphanet.ordo	orphanet.ordo:98154	Paternal uniparental disomy syndrome	orphanet.ordo:261524	Paternal uniparental disomy of chromosome X	0.58
orphanet.ordo:251870	Central nervous system embryonal tumor	ncit	ncit:C6990	Central Nervous System Embryonal Tumor	ncit:C129537	Central Nervous System Ewing Sarcoma/Peripheral Primitive Neuroectodermal Tumor	0.53
mondo:0021230	uterine cervix neoplasm	doid	doid:2253	cervix disease	doid:4362	cervical cancer	0.82
orphanet.ordo:220460	Attenuated familial adenomatous polyposis	mondo	mondo:0021056	familial adenomatous polyposis 1	mondo:0016362	attenuated familial adenomatous polyposis	0.83
orphanet.ordo:99807	PEHO-like syndrome	mondo	mondo:0009841	PEHO syndrome	mondo:0020495	PEHO-like syndrome	0.66
orphanet.ordo:319298	Papillary renal cell carcinoma	mondo	mondo:0003789	hereditary papillary renal cell carcinoma	mondo:0017884	papillary renal cell carcinoma	0.53
efo:1000956	hairy cell leukemia	orphanet.ordo	orphanet.ordo:300878	Hairy cell leukemia variant	orphanet.ordo:58017	Classic hairy cell leukemia	0.53
efo:1001993	scleroderma	orphanet.ordo	orphanet.ordo:90289	Localized scleroderma	orphanet.ordo:801	Scleroderma	0.57
orphanet.ordo:543	Burkitt lymphoma	ncit	ncit:C9062	Adult Burkitt Lymphoma	ncit:C2912	Burkitt Lymphoma	0.54
mondo:0017867	distal 17p13.1 microdeletion syndrome	orphanet.ordo	orphanet.ordo:261257	Distal 17p13.3 microdeletion syndrome	orphanet.ordo:319171	Distal 17p13.1 microdeletion syndrome	0.71
orphanet.ordo:99944	Autosomal dominant Charcot-Marie-Tooth disease type 2K	mondo	mondo:0011916	Charcot-Marie-Tooth disease axonal type 2K	mondo:0020558	autosomal dominant Charcot-Marie-Tooth disease type 2K	0.9
efo:0005410	tooth agenesis	ncit	ncit:C171426	Hypodontia	ncit:C172328	Dental Agenesis	0.65
orphanet.ordo:738	Porphyria	mondo	mondo:0037939	porphyria	mondo:0019142	inherited porphyria	0.77
orphanet.ordo:2065	Galloway-Mowat syndrome	mondo	mondo:0030476	Galloway-Mowat syndrome 10	mondo:0009627	Galloway-Mowat syndrome	0.79
orphanet.ordo:261929	Partial deletion of the short arm of chromosome 9 syndrome	mondo	mondo:0008013	chromosome 9p deletion syndrome	mondo:0016891	obsolete partial deletion of the short arm of chromosome 9	0.66
mondo:0850106	non-specific autoimmune brainstem encephalitis without characteristic antibodies	orphanet.ordo	orphanet.ordo:624199	Non-specific autoimmune brainstem encephalitis with characteristic antibodies	orphanet.ordo:624216	Non-specific autoimmune brainstem encephalitis without characteristic antibodies	0.58
mondo:0015288	herpes simplex virus keratitis	mesh	mesh:D007635	Keratitis, Dendritic	mesh:D016849	Keratitis, Herpetic	0.73
mondo:0009823	primary hyperoxaluria type 1	orphanet.ordo	orphanet.ordo:93599	Primary hyperoxaluria type 2	orphanet.ordo:93598	Primary hyperoxaluria type 1	0.62
orphanet.ordo:79501	Punctate palmoplantar keratoderma type 1	mondo	mondo:0007858	palmoplantar keratoderma, punctate type 1A	mondo:0019332	punctate palmoplantar keratoderma type 1	0.85
efo:0000398	dermatomyositis	orphanet.ordo	orphanet.ordo:645617	Amyopathic dermatomyositis	orphanet.ordo:221	Dermatomyositis	0.51
orphanet.ordo:1980	Bilateral striopallidodentate calcinosis	mondo	mondo:0024538	basal ganglia calcification, idiopathic, 1	mondo:0008947	bilateral striopallidodentate calcinosis	0.55
orphanet.ordo:98831	Acute myeloid leukemia with 11q23 abnormalities	ncit	ncit:C174129	Acute Myeloid Leukemia with KMT2A Rearrangement	ncit:C82403	Acute Myeloid Leukemia with t(9;11)(p21.3;q23.3); MLLT3-KMT2A	0.73
orphanet.ordo:140927	Self-limited neonatal-infantile epilepsy	mondo	mondo:0100023	self-limited familial neonatal epilepsy	mondo:0011904	seizures, benign familial infantile, 3	0.55
mondo:0010173	Mayer-Rokitansky-Kuster-Hauser syndrome type 1	orphanet.ordo	orphanet.ordo:3109	Mayer-Rokitansky-Küster-Hauser syndrome	orphanet.ordo:247775	Mayer-Rokitansky-Küster-Hauser syndrome type 1	0.59
mondo:0007636	frontorhiny	orphanet.ordo	orphanet.ordo:250	Frontonasal dysplasia	orphanet.ordo:391474	Frontorhiny	0.86
efo:0005303	sudden infant death syndrome	mondo	mondo:1010116	sudden unexpected infant death	mondo:0010086	obsolete sudden infant death syndrome	0.89
mondo:0015780	dyskeratosis congenita	orphanet.ordo	orphanet.ordo:3322	Hoyeraal-Hreidarsson syndrome	orphanet.ordo:1775	Dyskeratosis congenita	0.53
orphanet.ordo:200	Isolated corpus callosum agenesis	mondo	mondo:0009022	corpus callosum, agenesis of	mondo:0026419	obsolete isolated corpus callosum agenesis	0.86
orphanet.ordo:75382	Oguchi disease	doid	doid:0110713	Oguchi disease-2	doid:0050534, doid:8498	hereditary night blindness, congenital stationary night blindness	0.5
orphanet.ordo:552	MODY	mondo	mondo:0013240	maturity-onset diabetes of the young type 10	mondo:0018911	maturity-onset diabetes of the young	0.58
orphanet.ordo:1304	Brucellosis	icd10	icd10:A23	Brucellosis	icd10:A23.3, icd10:A23.2, icd10:A23.1, icd10:A23.0, icd10:A23.8, icd10:A23.9	""	0.5
orphanet.ordo:536545	Kyphoscoliotic Ehlers-Danlos syndrome	mondo	mondo:0016002	Ehlers-Danlos syndrome, kyphoscoliotic type 1	mondo:0034024	obsolete kyphoscoliotic Ehlers-Danlos syndrome	0.75
orphanet.ordo:93160	Hypocalcemic vitamin D-resistant rickets	mondo	mondo:0010186	vitamin D-dependent rickets, type 2A	mondo:0019642	vitamin D-dependent rickets, type 2	0.53
orphanet.ordo:560	Marshall syndrome	mondo	mondo:0018540	PFAPA syndrome	mondo:0007949	Marshall syndrome	0.65
orphanet.ordo:3394	Soft tissue sarcoma	ncit	ncit:C7707	Adult Soft Tissue Sarcoma	ncit:C9306	Soft Tissue Sarcoma	0.55
orphanet.ordo:231108	Rhabdoid tumor predisposition syndrome	mondo	mondo:0020560	atypical teratoid rhabdoid tumor	mondo:0016473	familial rhabdoid tumor	0.63
orphanet.ordo:2573	Moyamoya disease	mondo	mondo:0009649	moyamoya disease 1	mondo:0016820	Moyamoya disease	0.55
orphanet.ordo:337	Fibrodysplasia ossificans progressiva	mondo	mondo:0003964	myositis ossificans	mondo:0007606	fibrodysplasia ossificans progressiva	0.56
orphanet.ordo:98261	Progressive myoclonic epilepsy	mondo	mondo:0014717	early-onset Lafora body disease	mondo:0020074	progressive myoclonus epilepsy	0.78
mondo:0011266	myotonic dystrophy type 2	orphanet.ordo	orphanet.ordo:54238	Myotonic dystrophy type 3	orphanet.ordo:606	Proximal myotonic myopathy	0.61
orphanet.ordo:2209	Maternal phenylketonuria	mondo	mondo:0009861	phenylketonuria	mondo:0016366	maternal phenylketonuria	0.54
orphanet.ordo:93302	Brachyolmia, Maroteaux type	mondo	mondo:0008473	spondyloepimetaphyseal dysplasia, Maroteaux type	mondo:0013360	brachyolmia, Maroteaux type	0.7
orphanet.ordo:216828	Osteogenesis imperfecta type 5	mondo	mondo:0030861	osteogenesis imperfecta, type 21	mondo:0012591	osteogenesis imperfecta type 5	0.61
doid:10854	salivary gland disease	ncit	ncit:C27662	Non-Neoplastic Salivary Gland Disorder	ncit:C26879	Salivary Gland Disorder	0.7
orphanet.ordo:3337	Primary Fanconi renotubular syndrome	mondo	mondo:0024525	Fanconi renotubular syndrome 1	mondo:0007600	primary Fanconi syndrome	0.85
mondo:0010383	fragile X syndrome	orphanet.ordo	orphanet.ordo:642691	Fragile X-associated primary ovarian insufficiency	orphanet.ordo:908	Fragile X syndrome	0.61
orphanet.ordo:592894	Acute disseminated encephalomyelitis with anti-MOG antibodies	mondo	mondo:0035670	acute disseminated encephalomyelitis without anti-MOG antibodies	mondo:0035669	acute disseminated encephalomyelitis with anti-MOG antibodies	0.72
mondo:0012064	choanal atresia-hearing loss-cardiac defects-craniofacial dysmorphism syndrome	orphanet.ordo	orphanet.ordo:77302	Oculo-oto-facial dysplasia	orphanet.ordo:1200	Burn-McKeown syndrome	0.52
mesh:D009956	Psittacosis	ncit	ncit:C44959	Chlamydophila psittaci Infection	ncit:C34873	Ornithosis	0.65
orphanet.ordo:99912	Ovarian dysgerminoma	mondo	mondo:0003481	dysgerminoma of ovary	mondo:0020538	malignant dysgerminomatous germ cell tumor of ovary	0.83
mondo:0009009	hypoplasminogenemia	orphanet.ordo	orphanet.ordo:97231	Ligneous conjunctivitis	orphanet.ordo:722	Hypoplasminogenemia	0.53
orphanet.ordo:54260	Left ventricular noncompaction	mondo	mondo:0014163	left ventricular noncompaction 10	mondo:0018901	left ventricular noncompaction	0.79
mondo:0100130	adult acute respiratory distress syndrome	ncit	ncit:C171551	COVID-19-Associated Acute Respiratory Distress Syndrome	ncit:C3353	Acute Respiratory Distress Syndrome	0.78
doid:6088	acute stress disorder	mesh	mesh:D040921	Stress Disorders, Traumatic	mesh:D000068099	Trauma and Stressor Related Disorders	0.87
ncit:C43298	Hereditary Pancreatic Carcinoma	doid	doid:4905	pancreatic carcinoma	doid:1793	pancreatic cancer	0.66
mondo:0013363	chromosome 2q31.1 duplication syndrome	orphanet.ordo	orphanet.ordo:251014	2q31.1 microdeletion syndrome	orphanet.ordo:294026	Syndactyly-nystagmus syndrome due to 2q31.1 microduplication	0.57
mondo:0019258	mild phenylketonuria	orphanet.ordo	orphanet.ordo:716	Phenylketonuria	orphanet.ordo:79253	Mild phenylketonuria	0.62
doid:0050856	oppositional defiant disorder	mesh	mesh:D000096865	Oppositional Defiant Disorder	mesh:D019958	Attention Deficit and Disruptive Behavior Disorders	0.75
doid:0050168	autoimmune polyendocrine syndrome type 2	ncit	ncit:C129727	Autoimmune Polyglandular Syndrome Type 1	ncit:C129728	Autoimmune Polyglandular Syndrome Type 2	0.63
orphanet.ordo:1643	Xp22.3 microdeletion syndrome	mondo	mondo:0017284	Xp22.13p22.2 duplication syndrome	mondo:0015606	Xp22.3 microdeletion syndrome	0.81
orphanet.ordo:370015	Spondyloepimetaphyseal dysplasia, Isidor-Toutain type	mondo	mondo:0032885	spondyloepimetaphyseal dysplasia, Isidor-Toutain type	mondo:0018254	spondyloepimetaphyseal dysplasia, Isidor type	0.75
orphanet.ordo:98813	Hypohidrotic ectodermal dysplasia with immunodeficiency	ncit	ncit:C176826	Ectodermal Dysplasia and Immunodeficiency 2	ncit:C118844	Ectodermal Dysplasia and Immunodeficiency	0.67
ncit:C5041	Speech Disorder	mesh	mesh:D013060	Speech	mesh:D013064	Speech Disorders	0.55
orphanet.ordo:75377	Central areolar choroidal dystrophy	mondo	mondo:0004890	partial central choroid dystrophy	mondo:0008982	central areolar choroidal dystrophy	0.85
orphanet.ordo:228169	Autosomal dominant striatal neurodegeneration	mondo	mondo:0012205	autosomal dominant striatal neurodegeneration type 1	mondo:0000211	striatal degeneration, autosomal dominant	0.64
orphanet.ordo:2340	Keratosis follicularis spinulosa decalvans	mondo	mondo:0010637	keratosis follicularis spinulosa decalvans, X-linked	mondo:0000136	keratosis follicularis spinulosa decalvans	0.54
orphanet.ordo:1331	Familial prostate cancer	mondo	mondo:0023122	familial prostate carcinoma	mondo:0700275	prostate cancer, hereditary	0.73
mesh:D054517	Orbital Cellulitis	ncit	ncit:C115992	Periorbital Cellulitis	ncit:C99000	Orbital Cellulitis	0.6
mondo:0019438	AL amyloidosis	orphanet.ordo	orphanet.ordo:314701	Primary systemic amyloidosis	orphanet.ordo:85443	AL amyloidosis	0.82
mondo:0008892	progressive familial intrahepatic cholestasis type 1	orphanet.ordo	orphanet.ordo:172	Progressive familial intrahepatic cholestasis	orphanet.ordo:79306	Progressive familial intrahepatic cholestasis type 1	0.54
mondo:0009937	pulmonary venoocclusive disease	orphanet.ordo	orphanet.ordo:199241	Pulmonary capillary hemangiomatosis	orphanet.ordo:31837	Pulmonary venoocclusive disease	0.65
mondo:0020507	leukoencephalopathy with vanishing white matter 1	orphanet.ordo	orphanet.ordo:135	CACH syndrome	orphanet.ordo:99854	Cree leukoencephalopathy	0.5
orphanet.ordo:251515	Distal arthrogryposis type 10	mondo	mondo:0030847	arthrogryposis, distal, type 1C	mondo:0016675	distal arthrogryposis type 10	0.62
orphanet.ordo:1429	Benign hereditary chorea	mondo	mondo:0008979	chorea, benign familial	mondo:0001595	choreatic disease	0.98
orphanet.ordo:172	Progressive familial intrahepatic cholestasis	mondo	mondo:0008892	progressive familial intrahepatic cholestasis type 1	mondo:0015762	progressive familial intrahepatic cholestasis	0.54
orphanet.ordo:402017	Acute myeloid leukemia with t(9;11)(p22;q23)	mondo	mondo:0100377	acute myeloid leukemia, t(10;11)(p12;q23)	mondo:0018434	acute myeloid leukemia with t(9;11)(p22;q23)	0.51
orphanet.ordo:276525	Familial hyperinsulinism	mondo	mondo:0011153	hyperinsulinemic hypoglycemia, familial, 2	mondo:0017182	familial hyperinsulinism	0.61
mondo:0008476	spondyloepimetaphyseal dysplasia, Strudwick type	orphanet.ordo	orphanet.ordo:254	Spondylometaphyseal dysplasia	orphanet.ordo:93346	Spondyloepimetaphyseal dysplasia congenita, Strudwick type	0.64
orphanet.ordo:650	LCAT deficiency	mondo	mondo:0009515	Norum disease	mondo:0018999	LCAT deficiency	0.66
orphanet.ordo:2969	Proteus-like syndrome	gard	gard:12801	Proteus-like syndrome	gard:0004525, gard:0012801	""	0.5
orphanet.ordo:91352	Germinoma of the central nervous system	mondo	mondo:0002999	central nervous system germinoma	mondo:0004216	pineal region germinoma	0.72
ncit:C88412	Autism Spectrum Disorder	doid	doid:0060040	pervasive developmental disorder	doid:0060041	autism spectrum disorder	0.74
orphanet.ordo:895	Waardenburg syndrome type 2	mondo	mondo:0008671	Waardenburg syndrome type 2A	mondo:0019517	Waardenburg syndrome type 2	0.62
orphanet.ordo:2593	Tubular aggregate myopathy	mondo	mondo:0024531	myopathy, tubular aggregate, 1	mondo:0008051	tubular aggregate myopathy	0.81
mondo:0971095	6q25.1 microdeletion syndrome	orphanet.ordo	orphanet.ordo:251056	6q25.2q25.3 microdeletion syndrome	orphanet.ordo:664404	6q25.1 microdeletion syndrome	0.77
orphanet.ordo:826	Sporotrichosis	icd10	icd10:B42	Sporotrichosis	icd10:B42.1, icd10:B42.9, icd10:B42.7, icd10:B42.8, icd10:B42.0	""	0.5
orphanet.ordo:103908	Congenital sodium diarrhea	mondo	mondo:0014808	congenital secretory sodium diarrhea 8	mondo:0015170	congenital sodium diarrhea	0.76
orphanet.ordo:140997	Orofaciodigital syndrome	mondo	mondo:0008137	orofaciodigital syndrome X	mondo:0015375	orofaciodigital syndrome	0.79
orphanet.ordo:370079	Proximal 16p11.2 microduplication syndrome	mondo	mondo:0012756	proximal 16p11.2 microdeletion syndrome	mondo:0013847	chromosome 16p11.2 duplication syndrome	0.56
orphanet.ordo:506075	Non-functioning neuroendocrine tumor of pancreas	ncit	ncit:C95585	Non-Functioning Pancreatic Neuroendocrine Tumor G1	ncit:C45837	Non-Functioning Pancreatic Neuroendocrine Tumor	0.53
orphanet.ordo:252018	Teratoma of the central nervous system	ncit	ncit:C6204	Childhood Central Nervous System Teratoma	ncit:C5441	Central Nervous System Teratoma	0.51
orphanet.ordo:1576	Infantile bilateral striatal necrosis	mondo	mondo:0010080	familial infantile bilateral striatal necrosis	mondo:0015518	infantile bilateral striatal necrosis	0.93
orphanet.ordo:642691	Fragile X-associated primary ovarian insufficiency	mondo	mondo:0010383	fragile X syndrome	mondo:0010706	premature ovarian failure 1	0.61
orphanet.ordo:624166	Non-specific autoimmune supratentorial encephalitis with characteristic antibodies	mondo	mondo:0850103	non-specific autoimmune supratentorial encephalitis without characteristic antibodies	mondo:0850102	non-specific autoimmune supratentorial encephalitis with characteristic antibodies	0.78
mesh:D014136	Tracheitis	ncit	ncit:C78647	Bacterial Tracheitis	ncit:C78643	Tracheitis	0.77
mondo:0850108	non-specific autoimmune cerebellar ataxia with characteristic antibodies	orphanet.ordo	orphanet.ordo:624268	Non-specific autoimmune cerebellar ataxia without characteristic antibodies	orphanet.ordo:624259	Non-specific autoimmune cerebellar ataxia with characteristic antibodies	0.78
mesh:D018352	Coronavirus Infections	doid	doid:0080642	Middle East respiratory syndrome	doid:0080599	Coronavirus infectious disease	0.6
orphanet.ordo:99927	Hydatidiform mole	icd10	icd10:O01	Hydatidiform mole	icd10:O01.0, icd10:O01.9, icd10:O01.1	""	0.5
orphanet.ordo:876	Yolk sac tumor	mondo	mondo:0002143	vaginal yolk sac tumor	mondo:0005744	yolk sac tumor	0.54
orphanet.ordo:51636	WHIM syndrome	mondo	mondo:0023880	WHIM syndrome	mondo:8000006	WHIM syndrome 1	0.57
ncit:C92567	Rumination Disorder	mesh	mesh:D000079562	Rumination Syndrome	mesh:D019959	Feeding and Eating Disorders of Childhood	1.08
ncit:C93040	Alcohol Dependence	mesh	mesh:D000437	Alcoholism	mesh:D000435	Alcoholic Intoxication	0.94
mondo:0018127	16q24.1 microdeletion syndrome	orphanet.ordo	orphanet.ordo:261250	16q24.3 microdeletion syndrome	orphanet.ordo:352629	16q24.1 microdeletion syndrome	0.57
doid:1788	peritoneal mesothelioma	orphanet.ordo	orphanet.ordo:676036	Peritoneal mesothelioma in situ	orphanet.ordo:168811	Malignant peritoneal mesothelioma	0.63
orphanet.ordo:251014	2q31.1 microdeletion syndrome	mondo	mondo:0013363	chromosome 2q31.1 duplication syndrome	mondo:0016652	2q31.1 microdeletion syndrome	0.57
orphanet.ordo:500163	Witteveen-Kolk syndrome	mondo	mondo:0013256	chromosome 15q24 deletion syndrome	mondo:0044699	SIN3A-related intellectual disability syndrome	0.67
doid:0050818	transcobalamin II deficiency	orphanet.ordo	orphanet.ordo:119999	transcobalamin 2	orphanet.ordo:859	Transcobalamin deficiency	0.59
orphanet.ordo:263553	Peeling skin syndrome type B	mondo	mondo:0016993	generalized peeling skin syndrome type C	mondo:0024548	peeling skin syndrome 1	0.61
mondo:0010275	spondyloepimetaphyseal dysplasia, Bieganski type	orphanet.ordo	orphanet.ordo:168448	Spondyloepimetaphyseal dysplasia, Bieganski type	orphanet.ordo:83629	Leukoencephalopathy-spondyloepimetaphyseal dysplasia syndrome	0.52
mondo:0008885	Elsahy-Waters syndrome	orphanet.ordo	orphanet.ordo:157788	Hypospadias-hypertelorism-coloboma and deafness syndrome	orphanet.ordo:1299	Branchioskeletogenital syndrome	0.72
mondo:0008943	autosomal recessive spinocerebellar ataxia 2	orphanet.ordo	orphanet.ordo:98756	Spinocerebellar ataxia type 2	orphanet.ordo:1170	Autosomal recessive cerebelloparenchymal disorder type 3	0.52
ncit:C2887	Ataxia Telangiectasia Syndrome	orphanet.ordo	orphanet.ordo:370109	Ataxia-telangiectasia variant	orphanet.ordo:100	Ataxia-telangiectasia	0.77
orphanet.ordo:79377	Dermis disorder	mondo	mondo:0021154	dermis disorder	mondo:0019291	obsolete rare genetic dermis disorder	0.77
orphanet.ordo:823	Spina bifida and other spinal dysraphisms	mondo	mondo:0017069	spina bifida cystica	mondo:0019351	isolated spina bifida	0.5
efo:0007292	Guillain-Barre syndrome	orphanet.ordo	orphanet.ordo:231413	Variant of Guillain-Barré syndrome	orphanet.ordo:2103	Guillain-Barré syndrome	0.59
mondo:0009948	pyropoikilocytosis, hereditary	doid	doid:14213	hypophosphatasia	doid:0061026	""	0.67
mondo:0006927	Rickettsiaceae infectious disease	doid	doid:11103	rickettsialpox	doid:11099	obsolete primary Rickettsiaceae infectious disease	0.59
orphanet.ordo:284400	Small cell carcinoma of the bladder	doid	doid:0080902	bladder small cell carcinoma	doid:7132	urinary bladder small cell neuroendocrine carcinoma	0.74
doid:0060903	thrombosis	ncit	ncit:C114397	Vascular Thrombosis	ncit:C26891	Thrombosis	0.68
orphanet.ordo:98808	Autosomal dominant dopa-responsive dystonia	mondo	mondo:0007495	dystonia 5	mondo:0971063	autosomal dominant dopa-responsive dystonia	0.54
orphanet.ordo:97286	Carney-Stratakis syndrome	gard	gard:10643	Carney-stratakis syndrome	gard:0010643	""	0.5
orphanet.ordo:178145	Moderate multiminicore disease with hand involvement	mondo	mondo:0007294	central core myopathy	mondo:0015793	moderate multiminicore disease with hand involvement	0.52
mondo:0007256	hepatocellular carcinoma	orphanet.ordo	orphanet.ordo:449	Hepatoblastoma	orphanet.ordo:88673	Hepatocellular carcinoma	0.52
orphanet.ordo:284400	Small cell carcinoma of the bladder	mondo	mondo:0850348	bladder small cell carcinoma	mondo:0004114	urinary bladder small cell neuroendocrine carcinoma	0.54
orphanet.ordo:306686	Delayed encephalopathy due to carbon monoxide poisoning	mondo	mondo:0005493	carbon monoxide-induced delayed encephalopathy	mondo:0017639	carbon monoxide-induced parkinsonism	0.54
mondo:0015898	adrenogenital syndrome	orphanet.ordo	orphanet.ordo:418	Congenital adrenal hyperplasia	orphanet.ordo:181412	Adrenogenital syndrome	0.57
mondo:0009653	mucolipidosis type IV	orphanet.ordo	orphanet.ordo:576	Mucolipidosis type II	orphanet.ordo:578	Mucolipidosis type IV	0.63
orphanet.ordo:33276	Kaposi sarcoma	icd10	icd10:C46	Kaposi sarcoma	icd10:C46.0, icd10:C46.7, icd10:C46.8, icd10:C46.9, icd10:C46.2, icd10:C46.1, icd10:C46.3	""	0.5
orphanet.ordo:2760	OSLAM syndrome	gard	gard:4129	Oslam syndrome	gard:0004129	""	0.5
doid:0060022	CD40 ligand deficiency	orphanet.ordo	orphanet.ordo:119249	CD40 ligand	orphanet.ordo:101088	X-linked hyper-IgM syndrome	0.55
orphanet.ordo:93338	Polysyndactyly	mondo	mondo:0021651	synpolydactyly	mondo:0008272	polysyndactyly 4	0.76
orphanet.ordo:76	Strongyloidiasis	icd10	icd10:B78	Strongyloidiasis	icd10:B78.0, icd10:B78.7, icd10:B78.1, icd10:B78.9	""	0.5
mondo:0800026	central hypoventilation syndrome, congenital, 1, with or without Hirschsprung disease	orphanet.ordo	orphanet.ordo:99803	Haddad syndrome	orphanet.ordo:661	Congenital central hypoventilation syndrome	0.58
orphanet.ordo:98889	Bilateral perisylvian polymicrogyria	mondo	mondo:0014333	polymicrogyria, bilateral perisylvian, autosomal recessive	mondo:0020340	bilateral perisylvian polymicrogyria	0.72
mondo:0012927	chromosome 1q41-q42 deletion syndrome	orphanet.ordo	orphanet.ordo:2162	Holoprosencephaly	orphanet.ordo:250999	1q41q42 microdeletion syndrome	0.59
orphanet.ordo:1037	Arthrogryposis multiplex congenita	mondo	mondo:0100218	arthrogryposis multiplex congenita 5	mondo:0015168	arthrogryposis multiplex congenita	0.75
orphanet.ordo:1245	BIDS syndrome	mondo	mondo:0021013	trichothiodystrophy 4, nonphotosensitive	mondo:0009317	obsolete nonphotosensitive trichothiodystrophy	0.52
mondo:0100081	sleep disorder	mesh	mesh:D020447	Parasomnias	mesh:D012893	Sleep Wake Disorders	0.63
mondo:0011725	Crigler-Najjar syndrome type 2	orphanet.ordo	orphanet.ordo:79234	Crigler-Najjar syndrome type 1	orphanet.ordo:79235	Crigler-Najjar syndrome type 2	0.62
doid:9053	bladder carcinoma in situ	ncit	ncit:C140418	Stage 0is Bladder Cancer AJCC v8	ncit:C3644	Stage 0is Bladder Urothelial Carcinoma AJCC v6 and v7	0.6
orphanet.ordo:83312	Rickettsialpox	mondo	mondo:0006927	Rickettsiaceae infectious disease	mondo:0019360	rickettsialpox	0.52
ncit:C9376	Adult Brain Oligodendroglioma	mondo	mondo:0002544	brain oligodendroglioma	mondo:0002543	adult oligodendroglioma	0.84
mondo:0014410	spinocerebellar ataxia type 37	orphanet.ordo	orphanet.ordo:365642	spinocerebellar ataxia 37	orphanet.ordo:363710	Spinocerebellar ataxia type 37	0.52
