source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source	confidence
chr	chr:9606-chr10p11.21-p12.31	NO_NAME_FOUND	skos:exactMatch	orphanet	orphanet:284169	Facial dysmorphism-developmental delay-behavioral abnormalities syndrome due to 10p11.21p12.31 microdeletion	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:1137729397	Chikungunya virus	skos:exactMatch	ncbitaxon	ncbitaxon:37124	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
icd11	icd11:128017722	Monocytes	skos:exactMatch	cl	cl:0000576	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.78
omim.ps	omim.ps:251000	NO_NAME_FOUND	skos:exactMatch	doid	doid:14749	methylmalonic acidemia	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
ncbitaxon	ncbitaxon:2698737	NO_NAME_FOUND	skos:exactMatch	doid	doid:2945	severe acute respiratory syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
orphanet.ordo	orphanet.ordo:573	Monilethrix	skos:exactMatch	omim.ps	omim.ps:158000	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
ncbitaxon	ncbitaxon:11053	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1586797373	Dengue virus 1	semapv:SemanticSimilarityThresholdMatching	logmap	0.61
ncbitaxon	ncbitaxon:727	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:675811104	Haemophilus influenzae	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
ncbitaxon	ncbitaxon:5811	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:385038480	Toxoplasma gondii	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
doid	doid:1498	cholera	skos:exactMatch	ncbitaxon	ncbitaxon:666	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:2122752710	Clostridium	skos:exactMatch	ncbitaxon	ncbitaxon:1485	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
ncbitaxon	ncbitaxon:37124	NO_NAME_FOUND	skos:exactMatch	efo	efo:0008494	Chikungunya encephalitis	semapv:SemanticSimilarityThresholdMatching	logmap	0.44
ncbitaxon	ncbitaxon:13373	NO_NAME_FOUND	skos:exactMatch	efo	efo:0007286	glanders	semapv:SemanticSimilarityThresholdMatching	logmap	0.59
chr	chr:9606-chr17q23.1-q23.2	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0013238	chromosome 17q23.1-q23.2 deletion syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:1512056302	Trichosporon	skos:exactMatch	ncbitaxon	ncbitaxon:5552	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:12939	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:100261963	Other anaemias	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncbitaxon	ncbitaxon:40411	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:167505562	Chrysosporium	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:848	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:12651959	Fusobacterium	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
pato	pato:0002291	NO_NAME_FOUND	skos:exactMatch	ncit	ncit:C120864	Agenesis	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
icd11	icd11:1471095764	Shrimp	skos:exactMatch	foodon	foodon:03411237	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
efo	efo:0007448	pneumocystosis	skos:exactMatch	ncbitaxon	ncbitaxon:4753	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
ncbitaxon	ncbitaxon:5094	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:474419248	Talaromyces	semapv:SemanticSimilarityThresholdMatching	logmap	0.86
icd11	icd11:701476640	Streptococcus pneumoniae	skos:exactMatch	ncbitaxon	ncbitaxon:1313	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:1547499572	Cow milk	skos:exactMatch	foodon	foodon:02020891	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
mondo	mondo:0976138	leukodystrophy, demyelinating, adult-onset	skos:exactMatch	omim.ps	omim.ps:169500	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
icd11	icd11:810293277	Lentivirus	skos:exactMatch	ncbitaxon	ncbitaxon:11646	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
ncbitaxon	ncbitaxon:5690	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:767872426	Trypanosoma	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
icd11	icd11:606208893	Acinetobacter	skos:exactMatch	ncbitaxon	ncbitaxon:469	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:10358	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1786174656	Cytomegalovirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
cl	cl:0000765	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2052462000	Erythroblast	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncbitaxon	ncbitaxon:5763	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1472971081	Naegleria fowleri	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
ncbitaxon	ncbitaxon:30460	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1805511520	Infective inguinal bubo	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
mesh	mesh:D000076563	Mentalization	skos:exactMatch	mfomd	mfomd:0000025	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.51
ogms	ogms:0000031	NO_NAME_FOUND	skos:exactMatch	ncit	ncit:C61278	Still Disease	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:947890362	Dengue virus	skos:exactMatch	ncbitaxon	ncbitaxon:12637	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:1072961870	Aspergillus niger	skos:exactMatch	ncbitaxon	ncbitaxon:5061	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.89
ncbitaxon	ncbitaxon:10358	NO_NAME_FOUND	skos:exactMatch	efo	efo:0001062	cytomegalovirus infection	semapv:SemanticSimilarityThresholdMatching	logmap	0.64
mondo	mondo:0013238	chromosome 17q23.1-q23.2 deletion syndrome	skos:exactMatch	chr	chr:9606-chr17q23.1-q23.2	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncbitaxon	ncbitaxon:10245	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1335018386	Vaccinia virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:2063571630	Yersinia pseudotuberculosis	skos:exactMatch	ncbitaxon	ncbitaxon:633	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:568542103	Actinomycetales	skos:exactMatch	ncbitaxon	ncbitaxon:2037	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:2002138857	Aeromonas hydrophila	skos:exactMatch	ncbitaxon	ncbitaxon:644	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
icd11	icd11:393904462	Trypanosoma brucei gambiense	skos:exactMatch	ncbitaxon	ncbitaxon:31285	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.95
orphanet	orphanet:363203	Ring chromosome syndrome	skos:exactMatch	so	so:1000045	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
ncbitaxon	ncbitaxon:147573	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1279052161	Piedraia hortae	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:12721	NO_NAME_FOUND	skos:exactMatch	efo	efo:0000764	HIV infection	semapv:SemanticSimilarityThresholdMatching	logmap	0.67
mondo	mondo:0020735	ACTH-independent macronodular adrenal hyperplasia 1	skos:exactMatch	omim.ps	omim.ps:219080	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
icd11	icd11:1808959816	Vibrio vulnificus	skos:exactMatch	ncbitaxon	ncbitaxon:672	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
mf	mf:0000013	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D013850	Thinking	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
mesh	mesh:D005518	Food Preferences	skos:exactMatch	nbo	nbo:0000141	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.78
ncbitaxon	ncbitaxon:90338	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:653876440	Rhinosporidium	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
icd11	icd11:1595544262	Cryptosporidium	skos:exactMatch	ncbitaxon	ncbitaxon:5806	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
icd11	icd11:1726201225	Preterm newborn	skos:exactMatch	pato	pato:0001501	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
efo	efo:0000779	Drosophila C virus infection	skos:exactMatch	ncbitaxon	ncbitaxon:64279	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.6
ncbitaxon	ncbitaxon:39744	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1967621498	Rubulavirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:34104	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1798986860	Streptobacillus	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:747	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:875870001	Pasteurella multocida	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1504277959	Schistosoma mansoni	skos:exactMatch	ncbitaxon	ncbitaxon:6183	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
chr	chr:9606-chr14q11.2	NO_NAME_FOUND	skos:exactMatch	doid	doid:0060392	chromosome 14q11-q22 deletion syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
icd11	icd11:1381523143	Ascaris lumbricoides	skos:exactMatch	ncbitaxon	ncbitaxon:6252	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
icd11	icd11:592762674	Hepatitis B virus	skos:exactMatch	ncbitaxon	ncbitaxon:10407	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
efo	efo:1001418	Salmonella Infections	skos:exactMatch	ncbitaxon	ncbitaxon:590	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
ncbitaxon	ncbitaxon:12637	NO_NAME_FOUND	skos:exactMatch	doid	doid:12205	dengue disease	semapv:SemanticSimilarityThresholdMatching	logmap	0.37
ncbitaxon	ncbitaxon:10375	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1627093972	Epstein-Barr virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.64
chr	chr:9606-chr10p11.21-p12.31	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:854527338	10p11.21p12.31 deletion	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
icd11	icd11:48190539	Erythrocytes	skos:exactMatch	cl	cl:0000232	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:1019906798	Orientation to others	skos:exactMatch	pato	pato:0000133	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
doid	doid:0060392	chromosome 14q11-q22 deletion syndrome	skos:exactMatch	chr	chr:9606-chr14q11.2	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
icd11	icd11:43213186	Mycobacterium tuberculosis	skos:exactMatch	ncbitaxon	ncbitaxon:1773	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:925123330	Ascaris	skos:exactMatch	ncbitaxon	ncbitaxon:6251	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.85
ncbigene	ncbigene:612440	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0010691	Norrie disease	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
chr	chr:9606-chr15q11.2	NO_NAME_FOUND	skos:exactMatch	orphanet	orphanet:261183	15q11.2 microdeletion syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
mesh	mesh:D000098382	Emotional Eating	skos:exactMatch	nbo	nbo:0000003	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.56
icd11	icd11:530573802	7p11.2-p13 duplication	skos:exactMatch	chr	chr:9606-chr7p11.2-p13	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
icd11	icd11:1686361342	Treponema pallidum pallidum	skos:exactMatch	ncbitaxon	ncbitaxon:160	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
mondo	mondo:0100096	COVID-19	skos:exactMatch	ncbitaxon	ncbitaxon:694002	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
icd11	icd11:1610641134	Bartonella henselae	skos:exactMatch	ncbitaxon	ncbitaxon:38323	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:547766313	Neisseria	skos:exactMatch	ncbitaxon	ncbitaxon:482	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
ncbitaxon	ncbitaxon:745	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1248056702	Pasteurella	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:98727119	Prototheca	skos:exactMatch	ncbitaxon	ncbitaxon:3110	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
efo	efo:0004197	hepatitis B virus infection	skos:exactMatch	ncbitaxon	ncbitaxon:10407	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.61
icd11	icd11:713413721	Polyomavirus	skos:exactMatch	ncbitaxon	ncbitaxon:36362	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
chr	chr:9606-chr8q21.11	NO_NAME_FOUND	skos:exactMatch	orphanet	orphanet:284160	8q21.11 microdeletion syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
icd11	icd11:2086938629	Strongyloides	skos:exactMatch	ncbitaxon	ncbitaxon:6247	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbigene	ncbigene:None	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:761934509	None	semapv:SemanticSimilarityThresholdMatching	logmap	0.7
ncbitaxon	ncbitaxon:28314	NO_NAME_FOUND	skos:exactMatch	doid	doid:2934	aleutian mink disease	semapv:SemanticSimilarityThresholdMatching	logmap	0.47
icd11	icd11:1780340400	Blastocystis	skos:exactMatch	ncbitaxon	ncbitaxon:12967	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.72
ncbitaxon	ncbitaxon:11709	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1072544956	Human immunodeficiency virus type 2	semapv:SemanticSimilarityThresholdMatching	logmap	0.62
ncbitaxon	ncbitaxon:28844	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1754077231	Diphyllobothrium species	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
nbo	nbo:0000003	NO_NAME_FOUND	skos:exactMatch	mesh	mesh:D000098382	Emotional Eating	semapv:SemanticSimilarityThresholdMatching	logmap	0.56
cl	cl:0000233	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2088788075	Platelets	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
ncbitaxon	ncbitaxon:943	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:465867565	Ehrlichia	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
icd11	icd11:2067562404	Rickettsia prowazekii	skos:exactMatch	ncbitaxon	ncbitaxon:782	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
pato	pato:0000004	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2048203604	Mobility	semapv:SemanticSimilarityThresholdMatching	logmap	0.71
pato	pato:0001566	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:169306432	Distribution	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
chr	chr:9606-chr14q24.1-q24.3	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0018429	14q24.1q24.3 microdeletion syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncbitaxon	ncbitaxon:5693	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1220071533	Trypanosoma cruzi	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
icd11	icd11:907877430	Borrelia burgdorferi	skos:exactMatch	ncbitaxon	ncbitaxon:139	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:679908426	Hydrocarbon gas	skos:exactMatch	envo	envo:01000554	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
icd11	icd11:56696690	Barmah Forest virus	skos:exactMatch	ncbitaxon	ncbitaxon:11020	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
icd11	icd11:245882936	Zika virus	skos:exactMatch	ncbitaxon	ncbitaxon:64320	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
cl	cl:0000100	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:136239205	Motor Neuron	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:326134334	Trichinella spiralis	skos:exactMatch	ncbitaxon	ncbitaxon:6334	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
foodon	foodon:02021057	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1457773188	Goat milk	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
ncbitaxon	ncbitaxon:562	NO_NAME_FOUND	skos:exactMatch	ncit	ncit:C34594	Escherichia coli Infection	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncbitaxon	ncbitaxon:570	NO_NAME_FOUND	skos:exactMatch	efo	efo:1001353	Klebsiella Infections	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:412191744	Schistosoma	skos:exactMatch	ncbitaxon	ncbitaxon:6181	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.82
icd11	icd11:450704861	Lyssavirus	skos:exactMatch	ncbitaxon	ncbitaxon:11286	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.93
ncbitaxon	ncbitaxon:11082	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1187852901	West Nile virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
mfomd	mfomd:0000101	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:932028588	Delusion	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:43351	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1077921363	Dientamoeba	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncit	ncit:C61278	Still Disease	skos:exactMatch	ogms	ogms:0000031	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ncbitaxon	ncbitaxon:5501	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1736699377	Coccidioides immitis	semapv:SemanticSimilarityThresholdMatching	logmap	0.91
efo	efo:0007237	dipetalonemiasis	skos:exactMatch	ncbitaxon	ncbitaxon:42231	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
icd11	icd11:1811342866	Pseudomonas aeruginosa	skos:exactMatch	ncbitaxon	ncbitaxon:287	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
ncbitaxon	ncbitaxon:2901879	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1019362950	Severe Acute Respiratory Syndrome coronavirus	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
ncbitaxon	ncbitaxon:768	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1874454144	Anaplasma	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
icd11	icd11:474419248	Talaromyces	skos:exactMatch	ncbitaxon	ncbitaxon:5094	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.86
icd11	icd11:535370275	Orthopoxvirus	skos:exactMatch	ncbitaxon	ncbitaxon:10242	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.79
pato	pato:0002092	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:841991559	Grade IV	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
icd11	icd11:1414907878	Vibrio	skos:exactMatch	ncbitaxon	ncbitaxon:662	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
ncbitaxon	ncbitaxon:4859	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1829653149	Basidiobolus	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
ncbitaxon	ncbitaxon:194	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1964711990	Campylobacter	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:789302389	Clostridium perfringens	skos:exactMatch	ncbitaxon	ncbitaxon:1502	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
ncbitaxon	ncbitaxon:6210	NO_NAME_FOUND	skos:exactMatch	doid	doid:1495	cystic echinococcosis	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
icd11	icd11:626416374	Enterovirus	skos:exactMatch	ncbitaxon	ncbitaxon:12059	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.89
icd11	icd11:1915739749	Enterobius vermicularis	skos:exactMatch	ncbitaxon	ncbitaxon:51028	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.73
icd11	icd11:1103426149	Exserohilum	skos:exactMatch	ncbitaxon	ncbitaxon:91493	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.5
ncit	ncit:C36197	Mycobacterium Avium Infection	skos:exactMatch	ncbitaxon	ncbitaxon:37162	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.83
ncbitaxon	ncbitaxon:157	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1367609484	Treponema	semapv:SemanticSimilarityThresholdMatching	logmap	0.84
icd11	icd11:167946871	Selective mutism	skos:exactMatch	nbo	nbo:0000621	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.6
pato	pato:0001575	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2081775587	Decrease in pressure	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
ncbitaxon	ncbitaxon:139	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:907877430	Borrelia burgdorferi	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
envo	envo:03520007	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1726097137	Snow, ice	semapv:SemanticSimilarityThresholdMatching	logmap	0.34
pato	pato:0000927	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:654408969	Abnormal sensitivity to light or UV radiation of uncertain or unspecified nature	semapv:SemanticSimilarityThresholdMatching	logmap	0.52
envo	envo:01001138	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2078422340	Carbon dioxide snow	semapv:SemanticSimilarityThresholdMatching	logmap	0.57
doid	doid:0060436	chromosome 22q11.2 microduplication syndrome	skos:exactMatch	chr	chr:9606-chr22q11.2	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
icd11	icd11:1913035915	Trypanosoma brucei rhodesiense	skos:exactMatch	ncbitaxon	ncbitaxon:31286	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
efo	efo:0007386	Mycobacterium avium complex disease	skos:exactMatch	ncbitaxon	ncbitaxon:37162	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.69
envo	envo:02000099	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1962673437	Coal	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
icd11	icd11:1726097137	Snow, ice	skos:exactMatch	envo	envo:03520007	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.34
icd11	icd11:2037990677	Coccidioides	skos:exactMatch	ncbitaxon	ncbitaxon:5500	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.75
icd11	icd11:100261963	Other anaemias	skos:exactMatch	ncbitaxon	ncbitaxon:12939	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
ogms	ogms:0000063	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1653321111	Plus disease	semapv:SemanticSimilarityThresholdMatching	logmap	0.77
ncbitaxon	ncbitaxon:172148	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2060509754	Alkhurma hemorrhagic fever virus	semapv:SemanticSimilarityThresholdMatching	logmap	0.63
orphanet.ordo	orphanet.ordo:251688	RP1 like 1	skos:exactMatch	ncbigene	ncbigene:280916	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.61
ncbitaxon	ncbitaxon:121759	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2099325883	Paracoccidioides brasiliensis	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
omim.ps	omim.ps:300908	NO_NAME_FOUND	skos:exactMatch	mondo	mondo:0006506	congenital nonspherocytic hemolytic anemia	semapv:SemanticSimilarityThresholdMatching	logmap	0.8
ncbitaxon	ncbitaxon:196	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:1592151206	Campylobacter fetus	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:1116324290	Plasma	skos:exactMatch	envo	envo:01000798	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
ncbitaxon	ncbitaxon:517	NO_NAME_FOUND	skos:exactMatch	efo	efo:1001275	Bordetella Infections	semapv:SemanticSimilarityThresholdMatching	logmap	0.53
icd11	icd11:2140344767	Cotton plant	skos:exactMatch	envo	envo:02000108	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.74
chr	chr:9606-chr8q21.11	NO_NAME_FOUND	skos:exactMatch	doid	doid:0060425	chromosome 8q21.11 deletion syndrome	semapv:SemanticSimilarityThresholdMatching	logmap	0.55
icd11	icd11:841991559	Grade IV	skos:exactMatch	pato	pato:0002092	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.54
ncbitaxon	ncbitaxon:1717	NO_NAME_FOUND	skos:exactMatch	icd11	icd11:2103769313	Corynebacterium diphtheriae	semapv:SemanticSimilarityThresholdMatching	logmap	0.76
icd11	icd11:663081148	Echinococcus vogeli	skos:exactMatch	ncbitaxon	ncbitaxon:6213	NO_NAME_FOUND	semapv:SemanticSimilarityThresholdMatching	logmap	0.81
